B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
2022,1348,469,739,608,1062,2488,3082,3202,3305,-20.805328,-16.97741546,-16.27380174,-10.0761466,-10.28837231,4.9555893
2410,1726,881,1237,1093,1618,2777.5,3164,3314.5,3390,-13.634533,-16.38708555,-15.66568164,-9.145736338,-4.586341064,6.3165703
2318,1533,636.5,944,820.5,1347,2714.5,3234,3279.5,3443.5,-18.297665,-17.88739253,-16.11187143,-10.91964629,-9.425482803,2.8148232
2700.5,2005,914,1178.5,1214,1671.5,2645.5,3039.5,2997,3194,51.000305,-16.48478413,-17.60047873,-8.746608984,-11.2464642,22.207397
2254.5,1313.5,562.5,855,757,1332,2706,3217,3256,3456.5,35.347977,-14.83808836,-13.98215531,-8.84355652,-6.793754543,8.667
2070.5,1208.5,560,804,579,1254,2948.5,3520,3507.5,3674,-22.379213,-15.26198495,-15.36763411,-8.72467724,-8.145746067,4.5349865
2053,1198.5,652,930,765,1298,2616.5,3109.5,3283.5,3332,-22.394768,-15.61741323,-16.08587515,-8.747493439,-9.087428787,6.673481
2792,2159,860,1156,1217.5,1656,2541.5,2904.5,2994,3073,-16.248194,-17.01746658,-18.50329329,-10.07838176,-10.67662508,4.281967
2294.5,1365.5,529.5,829,654,1370,3069.5,3687.5,3717,3892.5,32.1152,-14.53094306,-14.91175067,-8.365831284,-6.559795405,8.361149
2256.5,1653.5,740,1046.5,1082,1553.5,2506,2916,2891.5,3056,77.03532,-16.8830711,-16.99716371,-10.15332344,-10.83197055,3.1352158
2451,1691,731,998,896,1373,2868,3304,3364,3461,-17.382685,-16.32921461,-17.55462442,-9.58966696,-9.293920325,4.768177
2341,1581,692,1000,878,1479,2920,3445,3542,3621,-18.037228,-14.83818536,-15.37268316,-8.870637359,-8.479018809,3.8357735
2363.5,1544.5,1184.5,1416.5,1305,1910.5,3332,3807.5,3780.5,3951,21.26223,-13.4364292,-14.7166402,-8.377039111,-6.758866232,11.226225
2337.5,1667,695,1007,1004.5,1505.5,2662,3145,3161,3346,19.660181,-16.12234875,-16.36907022,-8.80957753,-10.16341968,3.5896149
1403.5,821,627,860,751,1152,1979.5,2355,2196,2467,3.4419675,-15.80522131,-16.18023005,-9.161519636,-9.075324134,2.676559
2629,1912.5,836.5,1146.5,1108.5,1615.5,2709,3053.5,3048,3232.5,39.517937,-15.24834532,-15.92123108,-9.10945632,-9.946219291,4.234514
2051.5,1188.5,444,720.5,512,1200.5,2737.5,3380,3459,3649,-7.9641485,-15.46595106,-15.85042204,-9.811555132,-9.670798755,4.4694204
2237.5,1517,612.5,883,805,1307,2440,2876.5,2950,3032,475.16037,-16.39846243,-15.37015958,-9.83733482,-8.591786239,15.673279
1793.5,1190,608,799.5,825,1170,1916,2253.5,2244.5,2322,476.46033,-17.82538766,-15.1891132,-10.38845319,-8.724530527,11.791748
1986,1166.5,587,823,665,1188.5,2744,3282.5,3254,3512.5,-15.204319,-15.69351153,-14.90049296,-8.186216803,-8.342599998,9.57135
2357.5,1497.5,515,841.5,735.5,1320,2531,2929.5,2989,3169,916.6741,-18.83109123,-15.46675669,-10.98683452,-9.191931811,11.5043335
2216,1219.5,549,823,671.5,1262.5,2793.5,3432,3439,3809.5,-21.21073,-16.1302898,-15.99047614,-10.72833878,-9.90604303,4.2049427
1950,1352.5,682,936,930.5,1346.5,2172,2499.5,2573.5,2648.5,-21.974983,-15.4580791,-14.00522896,-6.333100463,2.947999471,8.053759
2646,2171.5,850,1102,1119,1551,2372,2674,2692.5,2836,-15.114322,-13.95317544,-12.88788931,-2.170510755,-7.660682111,8.505501
2401,1638,550,837,846,1319,2474,2962,2943,3161,308.9307,-17.06684423,-14.43761261,-11.62234372,-8.360278138,11.782196
2200,1497,557,848,793,1230,2209,2477,2570,2715,289.70773,-15.88244869,-16.76569683,-10.53200461,-9.680785351,3.1569214
2563,1923,797,1102,1159,1545,2470,2823,2959,3024,287.41107,-15.08505663,-15.4801058,-9.228280028,-9.580932298,5.757202
2260,1349,624,900,748,1308,2330,2597,2740,2914,-26.003368,-15.61862606,-17.70477577,-10.74952058,-11.26187142,15.353777
2688.5,2142.5,928,1161.5,1453,1678,2109,2480,2533,2686.5,234.447,-18.39130946,-19.21689302,-10.80184267,-11.29494596,7.910431
1185,745.5,335.5,464.5,404.5,657,1277,1482,1485.5,1575.5,253.19456,-12.92374642,-17.01653035,-6.92548577,-11.88589748,16.400177
1977,917.5,354,566,360.5,875,2682,3209,3246,3439.5,244.99728,-13.24389521,-14.82788302,-7.548473442,-7.817706494,19.942871
1903.5,897.5,338.5,559,339.5,805.5,2492,3046.5,3077,3212,274.03854,-14.32910306,-15.61914387,-7.662707916,-9.279336579,17.43808
2310,1789.5,714,977,1060,1400,2253.5,2538,2580.5,2678,61.106632,-17.58055211,-17.48609117,-9.27738649,-10.24554408,3.6768303
2611.5,1826,763.5,1101,1062,1688,2905,3445.5,3526.5,3697.5,77.80007,-16.51789469,-18.75780783,-9.247455518,-11.93104469,5.6802597
1958,1411,597,842,820,1233,2213,2542,2528,2676,64.38051,-16.31574556,-16.71080259,-9.583843912,-9.732863365,3.3983498
2085.5,1042.5,390,648.5,400.5,1062.5,3168,3904,3836.5,4125,137.56577,-14.13863849,-17.8010994,-8.122592203,-11.95913497,18.210205
1774,945,395,546.5,401,885,2383,2982.5,2939.5,3204.5,348.7878,-14.05198063,-20.40224776,-7.994668249,-13.29873233,24.102905
2162,1084,373.5,670.5,413,1169,3222,3875,3934,4148.5,251.3428,-16.33054009,-15.4746077,-11.04184692,-8.754639691,10.370941
2324,1964.5,809.5,1066,1280.5,1572,2071,2259.5,2307.5,2466,43.83975,-16.80895258,-19.041536,-10.05687746,-11.94237825,8.5937
2504,1828,738,1066,1088,1585,2605,2986,3043,3147,49.868076,-16.09397765,-16.93755217,-9.649062444,-10.18236207,4.997078
2092,1074,380.5,662.5,429,1116,2974.5,3621,3586.5,3856,178.07329,-17.50894317,-10.83144229,-11.54310183,-2.820350107,12.042236
2278,1255.5,411,740,558.5,1290.5,2992,3743,3738.5,4026.5,635.75433,-13.21843636,-15.69921367,-6.946803824,-10.46597931,18.011353
1862.5,952.5,384.5,660.5,425,1083,2920.5,3504.5,3489,3699,154.92824,-17.17362519,-11.61641676,-11.24687106,-4.081874816,18.119217
2407.5,1300,444.5,802,533.5,1336.5,3275,3794,3860.5,4056,106.06545,-15.67029681,-16.17557259,-9.60837358,-10.09978674,8.288849
1973,1268,563,864,772,1286,2489,2888,2970,3054,88.20109,-16.31643324,-15.86816017,-9.158515058,-9.980861891,4.4544525
2223,1126.5,391.5,706.5,435,1193,3052.5,3582,3573,3871,120.82266,-15.93484287,-14.2693482,-9.228506352,-7.937760098,9.561836
2332,1551.5,627,953,975.5,1435,2790.5,3315,3444.5,3524,1455.7424,-15.66652588,-13.78209588,-9.238918852,-7.099800944,5.0393066
2193.5,1209,421,700,509.5,1185.5,2819,3337,3434.5,3641.5,124.87583,-15.74755228,-13.56827253,-10.2742517,-7.22230979,6.334305
2196,1176.5,426,739,523,1199,2916,3421.5,3441.5,3676,137.53969,-15.6160207,-15.23185787,-9.946226711,-9.056757524,9.042923
2269.5,1064,424,749,392,1256,3606,4198,4238,4470,106.41359,-14.90488675,-15.77955791,-8.192175248,-8.487450786,7.4347534
2307,1247,460.5,762,599,1277,3022,3718.5,3691,3990,82.16688,-15.3652279,-15.673206,-7.955265387,-9.517629815,5.5472565
1885,1027.5,528,850,672.5,1314,2752.5,3194,3237,3374,61.01379,-15.36893727,-15.27348112,-10.13237429,-8.210981982,12.013489
1946,1038.5,399.5,668.5,503.5,1089.5,2745,3292.5,3307.5,3522.5,87.53769,-15.34438497,-13.74347853,-9.226443265,-7.732975749,10.153107
2256,1324,406,663.5,510,1037.5,2624,3184.5,3187.5,3518,235.35391,-16.22767837,-16.03467883,-9.29046929,-9.524967223,14.485336
1874,1178,721,1015,946,1422,2325,2737,2746,2932,57.69409,-14.24940948,-16.44414663,-8.613978114,-9.866331715,5.767086
2308,1661,772,1050,1030,1500,2319,2645,2727,2818,45.251316,-16.64799799,-15.41087383,-8.781787521,-7.995828779,3.0039406
1515,880,473,733,691,1173,2305,2631,2677,2790,80.14462,-14.19275667,-16.40059658,-7.713818302,-8.978458762,9.098389
2094,1164,495,800,590,1228,2886,3436,3569,3620,50.635357,-14.43257741,-15.85299899,-8.309401394,-9.528810322,4.9925423
1734,1012,529,794,672,1096,2433,2929,2864,3048,79.256516,-14.40025278,-15.45420224,-7.974730457,-9.064683725,20.520111
1214,568,290,450,309,655,2420,3107,3113,3326,79.21329,-13.87249481,-15.84631679,-8.243187919,-9.35206275,24.21167
2281,1457,667,949,783,1320,2685,3159,3165,3334,45.98841,-14.26771284,-15.55790921,-7.878103337,-8.24931024,12.403278
1693,967,439.5,605.5,460.5,921.5,2570.5,3163.5,3198,3375.5,146.91948,-14.81979943,-14.01039939,-9.105820133,-5.705621187,14.770264
2180,1358,584,885,894,1333,2406,2743,2667,2873,91.59121,-11.12516697,-12.20158939,-1.369215235,-5.559058944,9.221436
1556,886,498,788,657,1152,2096,2386,2494,2612,108.784744,-18.82931165,-15.81011669,-11.53854684,-9.627482696,18.86039
1535,823,411,766,557,1164,2654,3121,3240,3266,62.2815,-17.18164171,-16.68189853,-10.92209654,-9.957289906,6.692192
1705,1002,460,762,648,1209,2578,2951,3038,3092,67.550125,-14.96607544,-16.13192014,-8.878871831,-9.195289237,35.790154
1919,1181,464,716,528,1052,2686,3363,3335,3555,11.759929,-16.26285318,-13.80882732,-10.3351021,-6.890391933,20.037302
1864,985,555,808,583,1116,2593,3158,3182,3440,234.00534,-17.70704498,-15.04292453,-10.55023027,-8.04582956,12.138123
2067,1043.5,365,635,411.5,995,3044,3789.5,3760,4047.5,316.40814,-16.74366074,-8.256589166,-9.865933178,-0.553437496,17.205994
2745,1549,487.5,791.5,684,1347.5,3061,3651.5,3789,4141.5,471.79077,-12.63780121,-16.77610398,-6.013602235,-11.23897655,5.63678
1499.5,821,556.5,901.5,794,1129,1800,2114,2017,2174.5,84.022545,-17.01987205,-15.96613459,-10.90404545,-8.881571764,9.052032
2625.5,1467.5,509,852,620,1314.5,2784.5,3230.5,3384,3634,167.98897,-17.45033248,-15.17716611,-11.21832892,-8.26155455,10.377747
2128,1299,589,865,665,1381,2951,3417,3499,3550,0.13581418,-14.25784637,-14.72065873,-9.116242945,-8.231880746,7.6360426
1710,835.5,284.5,509,313,851.5,2409.5,2924,2966.5,3125.5,76.30652,-16.96560578,-15.36763873,-10.91236084,-9.411266598,16.814735
1685,788.5,248.5,454.5,255.5,758,2547,3099,3173.5,3315,74.86398,-14.36880277,-13.88421395,-7.964830073,-7.597343999,20.124214
2358,1419,483,838,693,1284,3022,3501,3572,3688,56.078777,-16.27166957,-16.50624007,-10.75894938,-10.56868886,8.042553
1865.5,854.5,290.5,530,302.5,829.5,2803,3396,3557,3640.5,74.597595,-16.28816827,-13.1855229,-10.15524259,-6.635800507,22.292892
2417,1389,481,872,646,1324,3077,3522,3502,3719,55.836967,-15.80519521,-17.38488988,-9.204058781,-10.13549558,7.811226
2649.5,1612.5,723,1001,924.5,1463,2859.5,3383.5,3469,3622,243.95183,-15.71954732,-13.19643507,-9.067154306,-6.175591878,7.362549
1857,1117,655,859,715,1155,2244,2650,2683,2867,55.17498,-15.81033684,-13.10973765,-9.578999676,-6.745122768,6.2877502
2350,1260.5,411,712.5,499,1206.5,3130,3657,3778.5,4003,121.677444,-15.7410343,-12.59408606,-9.441856856,-7.72781318,6.3383026
2553.5,1398.5,457.5,820.5,637.5,1359,3268,3727.5,3827,4024,1004.2882,-18.78619998,-11.51975386,-12.59606066,-5.052540541,9.559998
1729,1104,546,773,725,1116,2285,2615,2654,2783,49.057877,-13.8089288,-13.66742393,-7.082740317,-4.603125346,17.245262
1735,956,419,698,544,1121,2624,3068,3199,3216,48.852257,-14.61281634,-15.33851707,-7.926880937,-8.186326339,16.369785
1950.5,1252,574.5,898,771.5,1269.5,2540,2859.5,2915,2998,45.331097,-14.77731425,-16.17592996,-8.812832541,-10.17268984,7.7988205
2132,1089.5,409.5,644,416,1093.5,3190.5,3941.5,3974,4220,101.39297,-16.02961047,-13.78426068,-9.424117755,-7.852962902,17.752243
1965,1083,458,813,636,1240,2823,3394,3301,3476,53.561493,-15.06671135,-16.36393403,-9.056969527,-9.548945233,5.7961235
2517.5,1353.5,421,713.5,477.5,1179,3184.5,3839.5,3767.5,4155.5,298.72382,-16.14628578,-15.15896333,-10.88308779,-9.336481353,19.889435
2329.5,1203,460.5,791.5,482,1253,3226.5,3792.5,3825.5,4111.5,59.742825,-15.27329054,-14.86241418,-9.578924979,-9.387140849,5.3689613
1473,782,340,566,392,862,2268,2846,2918,2920,51.00714,-16.45099467,-13.43232233,-10.91681884,-7.991860755,15.155354
2311,1633,842,1140,1096,1626,2757,3058,3046,3155,53.853558,-15.51505482,-14.96705506,-9.063416875,-8.23960685,3.0509033
2140,1247,513,863,653,1252,2655,3182,3251,3402,53.74905,-17.45975938,-15.53993052,-11.15377061,-9.725711204,2.7020721
1532,885,531,843,802,1268,2357,2632,2677,2844,53.498653,-16.54809864,-16.37122296,-9.718701586,-8.300172221,16.18546
1863,809,282,532,272,884,3094,3853,3881,4071,97.445526,-14.73969755,-13.70056614,-8.597018015,-7.202133787,34.85334
1900,1249,543,780,748,1177,2370,2673,2660,2841,54.27945,-15.50494137,-14.16966802,-7.662404176,-6.631922355,3.213276
2044,1078,379,714,469,1208,3097,3687,3680,3906,54.154087,-15.40677742,-14.39272307,-8.982579257,-8.008481255,2.6346512
2609.5,1377.5,460,900,528.5,1528,3493.5,4048.5,4133,4358.5,666.9623,-22.18322097,-9.774254006,-15.35088054,-4.912364765,13.205872
2025,944.5,370.5,615.5,340.5,1027.5,3465,4234,4408.5,4541.5,132.82152,-13.48888924,-18.00364419,-5.691676223,-11.93062012,16.165771
2560.5,1335,465,889,547,1465.5,3533,4095.5,4109.5,4359,606.68665,-18.61029616,-11.39939796,-12.43296066,-4.7669523,14.175537
2362,1205,396,720.5,447,1202.5,3483.5,4227,4340,4504,572.09216,-20.01099162,-11.89917042,-13.84244999,-6.103583511,12.020996
1512,970,587,891,845,1304,2098,2368,2410,2512,46.87431,-15.10811405,-15.05443099,-9.135351292,-8.902260733,12.319923
1654,907,592,829,662,1154,2411,2796,2652,2980,-12.26092,-16.41343914,-17.81817244,-10.52694625,-11.26874012,4.198531
2579,1591,504,821,703.5,1347,2770.5,3246.5,3372,3464.5,590.8049,-15.11406262,-14.50785373,-10.46667012,-7.837707095,16.741272
2392,1457,473.5,771,646.5,1212.5,2516,2919,3087,3171,636.87,-12.63344639,-18.59178789,-5.514730357,-12.47832643,9.539001
1976,1067,512,746,616,1166,2569,3086,3007,3302,78.87927,-16.30342199,-15.60309025,-9.894675967,-7.379098819,3.315422
2269.5,1292.5,475,813,604.5,1269.5,2883,3406.5,3400,3629.5,680.84717,-10.74219365,-18.7355948,-4.829796714,-11.40826717,7.520569
2175,1391.5,549.5,835,704,1246.5,2905.5,3478,3542.5,3663,964.59784,-13.98335082,-17.41237995,-7.73785189,-11.8434135,13.267456
2020.5,1028.5,410.5,653.5,385,1127.5,3260,3925,3984.5,4187,72.189705,-12.0053543,-17.14501639,-5.622098917,-10.52563634,10.616539
2023,1248,560,787,604,1143,2574,3149,3135,3292,87.38373,-15.98799612,-13.97836458,-10.0678622,-7.404918568,2.2224808
2351.5,1272,453,812,523.5,1259,3218,3788,3938.5,4066,687.84424,-7.606271459,-19.90775058,0.782611887,-14.1781795,13.834106
1843,1080,467,767,636,1226,2659,3163,3184,3223,44.346527,-14.86075787,-14.60274746,-8.833521865,-7.971319151,11.401649
2427.5,1596.5,504.5,801,749.5,1291.5,2776,3261,3365.5,3461,965.15155,-16.90794855,-17.80862549,-9.695096806,-11.5197989,3.9151611
1922.5,1285.5,577.5,863,804,1233,2153,2410,2499.5,2600,41.232967,-16.28920512,-15.79273328,-10.13523401,-10.38750471,12.436207
2564,1543,595,916,813,1468,2735,3186,3339,3423,83.83083,-15.16826463,-13.48123684,-9.801056663,-8.416104795,32.590996
2279.5,1436.5,501.5,798.5,706.5,1267.5,2368,2771.5,2688,2980,43.966713,-15.42120688,-15.21005453,-10.08287879,-9.590843043,4.3629646
2138.5,1223.5,447,830,549.5,1327.5,2906.5,3349.5,3374.5,3550.5,42.6548,-15.13038454,-16.04856137,-9.721641759,-10.24901706,4.1977043
2359,1621,558.5,863.5,896.5,1339,2409.5,2715,2822.5,2941.5,1183.6986,-14.30354006,-18.5480513,-6.456429405,-12.42793545,6.3206787
1766.5,1147,586,870.5,829.5,1320.5,2432,2802.5,2751,2847,36.183796,-16.07495706,-16.38998569,-7.480347174,-10.20546792,8.47126
2262,1474,498.5,795.5,831,1333,2709,3279,3310.5,3407.5,34.09176,-14.44219455,-13.46064431,-9.046013837,-7.820753879,14.759285
1662,970,485,830,632,1345,2359,2721,2727,2858,450.63617,-17.18736312,-15.72408355,-10.11167147,-9.391913457,21.864594
1872,1073,461.5,729.5,607.5,1166,2561.5,3038.5,2984.5,3234.5,33.642372,-15.0376791,-14.89848167,-8.508099184,-8.671655919,12.152473
1698,960,537,838,744,1294,2544,3034,2962,3152,30.261282,-16.24996527,-15.71193597,-9.605965376,-9.231972953,25.90939
1765,1027,525,809,699,1180,2136,2441,2509,2635,40.95981,-16.61427021,-16.29877105,-9.334850268,-9.437417084,13.907879
1843,1122.5,520.5,802.5,724,1254,2502,2850.5,2869.5,2970.5,33.059322,-15.20901231,-13.84024001,-9.683248682,-8.548571478,11.683945
2303,1485,628,913,842,1352,2792,3207,3308,3468,341.39255,-16.8557888,-17.21829104,-10.09356468,-12.22694046,15.263123
2277,1421,593,936,947,1404,2823,3280,3342,3466,308.12933,-14.84912229,-18.94461636,-7.217981231,-13.60911192,18.123688
2095,988,482,686,401,937,3013,3720,3674,4020,17.788925,-15.1049074,-14.04139092,-10.1606466,-6.767191021,12.80888
1492,846,519,808,724,1203,2182,2445,2498,2723,30.15612,-16.45206297,-16.02202834,-9.231962807,-10.04909436,6.9590225
1796,1026.5,602.5,893,829,1251.5,2191,2519,2539.5,2739,91.277145,-16.53951724,-17.62341098,-9.420982462,-11.26625662,17.590424
1967,1382,641,890,816,1267,2367,2728,2687,2812,29.869831,-11.11327687,-13.72428779,-2.050149535,-4.681495638,7.470331
1574,919,548,762,523,996,2273,2698,2660,2779,-24.86575,-16.09256194,-17.27640464,-10.30548676,-10.42349936,17.979195
1660.5,955.5,548,821.5,670,1166,2260,2589,2671,2795.5,56.176254,-17.63189211,-16.14553944,-10.1586704,-9.440793906,20.329819
1610,783,344,651,433,968,2772,3572,3502,3732,28.019918,-14.80606371,-13.91932411,-9.226988744,-7.320797768,14.378094
1665,983,421,618,455,982,2325,2731,2590,2814,35.20968,-16.70350781,-15.63072461,-9.676329457,-9.778567162,2.5019836
1722,1036,567.5,803,656.5,1143.5,2187,2574.5,2555,2714,57.425945,-14.62163323,-15.97122674,-8.229656387,-8.199894108,10.799458
2431,1341.5,423,742,597.5,1251.5,3290.5,3969,4036,4222,246.31529,-13.44625019,-16.60418783,-7.69668455,-9.844724262,12.004486
1897,1344,624,867,866,1224,2180,2486,2504,2586,27.855509,-14.31372429,-12.82640304,-7.255087983,-7.659109645,13.388283
1916,1064,471,713,522,1119,2878,3519,3580,3795,-23.914871,-13.62549916,-14.60294024,-7.938688896,-8.871656763,10.553019
2058,1402,611,902,801,1382,2486,2795,2756,2927,36.56054,-15.04336467,-13.88631143,-7.288757155,-7.771714062,9.824406
1775,1004,451,740,536,1064,2697,3140,3110,3354,25.663555,-13.20586733,-14.62578878,-7.235397485,-9.218137691,13.521858
1655,1007,610,925,848,1327,2337,2542,2676,2679,25.602764,-16.03525594,-15.45939951,-8.971400714,-8.874513228,6.518589
1737,1124,587,887,750,1276,2419,2846,2940,2975,25.522907,-14.90526362,-15.45186405,-7.253343203,-8.91370143,7.1992855
1527,1071,640,892,879,1292,2104,2383,2368,2488,33.395863,-16.00115779,-16.68116433,-9.18198029,-9.545092276,7.5862045
1813.5,953.5,376,641.5,451,1014,2526.5,3105.5,3274.5,3307,346.12378,-17.00329557,-12.49158797,-10.82435493,-6.367104962,25.231964
2283.5,1373,485.5,795,715,1235.5,2835.5,3250,3316.5,3482,717.08795,-16.39896571,-15.44075891,-9.835859992,-9.076946169,5.8235474
2260,1293,615,867,604,1287,3467,4047,4066,4169,5.346134,-16.62744079,-14.04281866,-10.15536461,-7.004266831,23.375078
1577,905,548,836,731,1237,2247,2583,2536,2646,21.656055,-16.48890432,-16.483898,-10.30845689,-10.50612557,9.272316
2095,1205,473,758,564,1226,2888,3315,3395,3485,26.009157,-15.41982985,-15.23064671,-8.838285751,-9.252244865,3.1990395
1552,885,509,760,662,1144,2422,2846,2842,2989,22.181185,-15.11337397,-13.57061887,-8.603253235,-7.174160012,11.230066
1163,680,447,641,533,896,1515,1725,1644,1779,26.380684,-15.82835997,-14.81240166,-10.15055261,-7.93721219,12.439962
2326,1482,555.5,803.5,686,1248,2848.5,3390.5,3483,3631,36.25912,-16.00853085,-12.09665105,-8.519971425,-6.489164822,13.928097
1599,981,493,723,644,1108,2154,2582,2579,2663,25.916897,-16.26904864,-15.23930189,-10.12169631,-9.267069808,8.734388
1601,844,555,823,708,1242,2385,2802,2826,2852,23.077917,-15.34190246,-14.21815487,-9.357222239,-7.928600645,11.099638
2037,1306,523,808,667,1289,2670,3108,3288,3245,20.345854,-14.81535728,-15.95295678,-8.778799614,-10.39618638,11.920671
2414.5,1365,570,809.5,690,1241,2764,3280,3405.5,3521,290.10938,-8.997581011,-21.41699696,-0.038606566,-15.27822527,14.126923
2101,1106.5,407.5,654.5,404.5,1055.5,3291,3838,3932,4129,-9.241646,-14.1055598,-13.76701679,-8.310969533,-7.68705058,11.583565
2318.5,1152,496.5,767.5,510.5,1180.5,3011.5,3612.5,3645.5,3847,299.5143,-9.424383828,-19.72475424,-0.941748977,-13.62817469,15.923065
2458.5,1258.5,498,789,553.5,1285.5,3270.5,3964.5,4041,4225,299.24277,-11.22173673,-15.60670857,-4.525168629,-10.48424633,11.81842
2697,2086,779.5,1063.5,1026.5,1528,2764.5,3129,3288.5,3346,622.3017,-14.10970773,-14.73776097,-6.686528932,-5.482585349,9.983582
3155.5,2098,817,1142,1082.5,1712,2822.5,3207,3318,3565.5,308.85605,-16.0342647,-17.018874,-8.284110937,-10.90137126,10.971863
2344,1431,535,816.5,730,1289.5,2909.5,3484.5,3657,3754,309.15756,-14.36218214,-16.13136553,-8.166241325,-8.486029495,12.508575
1863.5,910,363,563,377,914.5,2562.5,3191.5,3256.5,3411.5,295.71838,-12.32625178,-15.61996447,-5.478553901,-9.07720368,15.614044
1782,843.5,339,534.5,347.5,862.5,2460.5,3103,3171.5,3338.5,320.3215,-11.92821611,-17.32882547,-5.093625741,-10.82514463,22.346954
2015,1009,365,619.5,410,980,2813.5,3392.5,3506,3646.5,265.27515,-19.40501681,-11.83244391,-12.34586405,-5.166659505,27.265244
1912,1078,391,592,500,927.5,2563,3211.5,3358.5,3361.5,658.71,-15.8688721,-14.53323101,-8.940827119,-9.019074145,14.728027
2420.5,1356,538,875.5,686.5,1370,2795.5,3238,3285,3454.5,379.11478,-14.10348027,-16.0296935,-7.396179824,-9.471636312,16.23996
2180,1265.5,508,772,593.5,1163.5,2915,3462.5,3515.5,3728,-8.533367,-14.27388868,-14.39103121,-7.367826995,-5.835516633,5.3967886
2166.5,1305.5,420.5,648.5,642,1097,2599.5,3219.5,3272,3422.5,614.43774,-15.25847929,-14.40433917,-9.060779161,-8.002635499,14.555054
1557,784,436,727,549,983,2708,3062,3121,3308,16.11568,-14.29315855,-15.63608321,-8.043434565,-8.114704991,10.314114
2085.5,1224.5,662.5,986.5,957,1372,2668.5,3015,3107,3247.5,507.7848,-21.23251589,-14.8945943,-13.84921352,-8.059414115,22.016235
1993,949.5,315,528,306,855,2944,3735.5,3846,3933,451.1769,-20.6592183,-14.34369778,-14.58070699,-7.694813099,32.38748
2215.5,1329.5,595,912.5,885.5,1358.5,2630.5,3091.5,3197.5,3327.5,504.08145,-17.15798744,-17.06303412,-10.17468721,-10.41157908,12.905579
1811,1007,490,712,531,1093,2589,3073,3116,3308,-26.996996,-15.35456277,-15.22196208,-9.968074598,-9.566086558,20.493761
2135,1116,369.5,560.5,444,928.5,2518,3121,3191.5,3379,514.3821,-12.90095587,-19.13171421,-5.169743778,-13.05919035,22.11853
1814,1115,430,642,527,997,2400,2836,2956,2969,17.811474,-14.71381338,-14.74995848,-8.521314482,-7.004391514,7.840561
1714,1008,478,704,603,1026,2492,3005,2968,3107,17.67425,-14.30298777,-15.2631033,-6.758050234,-8.917679341,8.061834
1924,1011,404,628,450,1010,3018,3550,3585,3837,-13.632873,-15.11787502,-14.99121338,-8.604843436,-5.60026409,15.656216
2555,1657,614.5,969.5,896.5,1474.5,2870.5,3295.5,3303,3507,455.78696,-11.33150049,-17.07057613,-4.189075113,-11.52504519,12.577423
2106,1354,515,778,685,1218,2301,2617,2676,2875,-24.621403,-15.90946372,-14.67597493,-8.782103864,-8.163763141,16.05942
2694.5,2219.5,847,1156.5,1103,1608,2776,3182,3322.5,3313.5,526.1487,-12.34708486,-12.76135214,-6.30799957,-5.402094432,8.384766
2724.5,2068,887.5,1220,1335.5,1750.5,2808.5,3145,3231,3395,538.1388,-13.69701042,-15.49747542,-6.105332386,-2.588996652,11.0252075
2185.5,1345.5,580.5,887,782.5,1251,2422.5,2884.5,2874.5,3044,412.70975,-19.57506404,-13.24481997,-13.10508674,-7.733983566,25.20874
2432,1473,466,740.5,673.5,1181.5,2831.5,3426,3538,3633,489.9089,-14.61315098,-14.77212341,-7.151185841,-8.225736997,14.816772
2361,1295,492.5,827.5,625,1295.5,2875,3443,3559,3700,363.20374,-18.03981458,-12.10311764,-11.62623619,-4.675166682,18.529114
2091,1455.5,685,926,953.5,1239.5,1774,2039,2026,2177,320.19626,-15.26861181,-17.57935855,-7.524805115,-10.97669731,27.422668
2043,1075.5,440,695,530,1041,2922,3730,3772,4031.5,303.1603,-13.1378675,-14.23138927,-6.240809987,-8.545817259,19.312592
3002,2364.5,1117.5,1500,1711,1996,2741,2973.5,3028.5,3132,413.17453,-12.65195736,-18.39516876,-4.240366302,-12.16266965,20.82138
2333,1256,427,741.5,537.5,1152,2857,3317,3677.5,3676.5,458.05975,-10.75036501,-17.84301075,-2.252519191,-10.89215965,21.81958
2655.5,1829.5,706,991.5,1044,1479.5,3003,3547.5,3563.5,3734,483.1922,-9.750760938,-18.4431822,-0.455262119,-12.55862755,8.1311035
1825.5,984.5,351,610,418.5,1024,3108,3796,3798,3973,-11.236044,-15.26987451,-14.17224259,-8.626394575,-7.752440017,14.249699
2379,1311.5,392,732.5,500.5,1217.5,2926,3399,3513,3668.5,570.41504,-16.057542,-14.27479424,-9.930550284,-6.792430557,25.126526
2888,2542,1671,1247,1086,1211,1697,2464,2677,2871,2.192315,-13.70223694,-13.72192971,-9.290366171,-9.432712057,13.017915
2265,1296.5,464.5,704.5,601,1101.5,2862,3587.5,3787,3866.5,706.1162,-14.96426448,-16.18893452,-8.180736897,-9.265269579,18.654114
1314.5,744,482,715.5,591,1052,2054.5,2387.5,2524.5,2480.5,-15.681389,-13.41228857,-19.39241665,-7.410623548,-13.37741928,20.421894
2845,2170.5,843.5,1146.5,1374.5,1765.5,2609,2970.5,3011,3144,308.83493,-17.86605007,-13.56813316,-12.88350012,-8.737734352,7.3046875
