B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
1888,1005,395,626,339,959,2799,3363,3413,3618,507.84073,-13.30470791,-14.43100566,-6.178200625,-8.650982824,24.48938
2133,1018,308,599,335,1024,2961,3539,3673,3785,2293.9878,-16.36413045,-13.97742847,-10.82998186,-8.615171932,6.3828125
2226,1121,356,626,417,1085,2950,3559,3695,3822,2302.4941,-16.72371514,-15.00470413,-10.76557193,-9.642145723,6.6989746
1991,888,334,540,312,890,2905,3573,3706,3808,2291.2854,-14.14607289,-15.24337355,-7.736230552,-9.552111499,19.94873
2425,1213,452,761,538,1244,3380,4037,4178,4348,2206.9885,-15.64509969,-16.99778315,-9.501209952,-10.45742251,18.587158
2033,1000.5,302.5,537,305,875.5,2921.5,3494.5,3780.5,3885,532.01434,-12.63129411,-17.94930748,-6.423564998,-11.44680939,20.671722
2328,1034,397,596,361,978,3201,3835,3964,4112,2213.576,-15.79559874,-14.83621786,-10.11058797,-8.450957338,19.489258
2255,1030,339,554,355,955,3017,3610,3747,3840,2169.017,-17.13852713,-14.99735153,-10.24029209,-8.628679291,18.867676
2391,1083,292,553.5,290.5,991,3411.5,4345,4433.5,4722.5,512.47723,-16.88862865,-14.45928495,-10.81020294,-7.69895971,29.557922
2272,1027,363,584,359,989,3180,3806,3920,4083,2171.066,-16.33750125,-14.94191782,-10.4467714,-8.811490006,16.12378
2161,1015,340,584,359,976,2762,3261,3352,3504,2149.0984,-12.37049762,-18.31080133,-5.54462996,-11.59977186,19.413086
2158,957,335,598,341,1015,3045,3638,3764,3882,2121.3528,-12.60679263,-17.9889428,-6.709406867,-12.51667537,20.614746
1824.5,904.5,395,610,375,831.5,2508.5,3114.5,3184,3336,226.17195,-17.71269422,-15.3297124,-10.40278252,-8.221181905,29.605621
1761,860.5,378,607,346.5,829.5,2368.5,2996,3089.5,3237.5,211.18536,-13.04696001,-15.4070052,-7.736715012,-8.515966872,22.365265
1701,820,373,599,333,836,2391,2858,2975,3166,200.65526,-13.33980175,-16.98302571,-7.426874159,-10.69396139,24.160492
1768,835,379,586,338,785,2522,3124,3162,3387,196.48166,-13.45101105,-14.70105344,-6.82435934,-7.833611066,18.546753
1835,848,406,635,343,859,2557,3052,3245,3331,194.79288,-13.4274513,-16.74653512,-6.501325844,-10.47734229,19.934067
1889,882,394,629,347,872,2738,3483,3603,3734,193.52274,-11.27430355,-18.09748555,-5.368569901,-11.16446879,21.140747
1879,857,377,619,339,852,2657,3262,3369,3512,193.5206,-12.82668501,-14.73152678,-6.149288808,-8.574650295,25.999466
1838,851,383,610,350,796,2636,3158,3225,3414,204.31721,-12.51602961,-15.83529382,-5.655009201,-9.299001668,27.978867
1846,842,388,637,371,829,2565,3231,3275,3425,217.1056,-14.09146865,-14.42342114,-7.356114807,-7.483666081,26.336578
1895,887,405,652,379,860,2639,3278,3329,3444,214.41884,-15.79622181,-13.75077091,-9.292084105,-7.478149769,21.45253
1954,909,429,677,388,871,2665,3317,3429,3488,192.76582,-14.65119222,-14.16326158,-7.673239607,-8.616217034,21.74878
1962,923,444,677,390,911,2653,3332,3307,3531,181.3491,-14.57995611,-13.4858157,-8.020571996,-6.555334387,15.459549
2226,1251,525,756,535,1048,2774,3407,3553,3639,170.68083,-16.85929693,-13.78234686,-11.02692041,-6.02857082,12.121704
2318,1552,660,930,798,1299,2552,2969,2947,3234,157.22281,-16.41607872,-16.01191621,-10.41085681,-9.49171513,6.921219
1887.5,848.5,390.5,618.5,352,862.5,2929.5,3740.5,3831.5,3938,211.01459,-11.35210108,-16.42380024,-4.219231566,-9.935112022,21.913406
2483,1388,467,818,613,1357,2880,3307,3426,3614,2377.7722,-13.52068903,-17.77078178,-7.838113923,-11.88637667,9.691162
2305,1806,677,829,889,1163,1828,2132,2003,2209,142.12962,-14.68564645,-16.77127671,-6.012696347,-11.11885389,11.519531
1690,815,373,565,344,791,2372,2905,2923,3152,141.75569,-13.57053947,-14.85799054,-7.45508722,-8.679730865,23.9859
2221.5,1630.5,573.5,795.5,915,1414,2592,2896,2906,3096,85.58625,-9.352252645,-11.16645313,-5.843423583,-5.174751364,14.874947
2034,1027,445,696,469,973,2830,3397,3405,3660,140.58875,-14.05789042,-15.4690789,-8.235509334,-9.396846019,16.91832
1633,745,348,549,330,764,2486,3117,3220,3311,137.54362,-14.53168814,-14.38767419,-7.745830499,-7.311876904,20.289627
2406,1515,493,758,638,1180,2327,2711,2784,3028,134.5592,-14.50922823,-15.95546193,-7.873685148,-9.849680771,5.1135406
1988,930,369,612.5,350,949.5,3064.5,3706.5,3803,3952.5,213.11688,-19.21367743,-10.91588123,-12.73189275,-3.779401502,19.481583
1876.5,891.5,341,539,323,870.5,2651,3294.5,3503,3523.5,201.17424,-13.83346054,-15.52682583,-7.192039802,-8.488615289,24.537216
1779.5,986,411,623.5,478.5,963.5,2411.5,2921,3064,3046.5,194.15938,-14.59842132,-15.61809683,-7.924437419,-9.12081507,3.8424377
2158,1349,623,844,696,1255,2527,3018,2956,3234,123.37512,-14.63090294,-15.53192265,-6.922769987,-9.833870262,7.4349976
1988,968,333,561,319.5,905.5,2922,3647.5,3835,3857,193.13335,-15.87920287,-13.29704909,-9.921414288,-6.772170343,7.7650146
1921.5,930.5,368,608.5,356,939,2709,3343.5,3469.5,3558.5,276.9246,-17.41423406,-12.35287245,-10.24573062,-5.581739769,18.255829
2134,1430,680,966,829,1316,2709,3071,3121,3270,120.85678,-12.28072989,-16.25036119,-8.645531545,-8.434998452,5.597931
1942,955.5,394.5,662.5,380,970.5,2770,3351,3490.5,3669,280.34308,-17.48974088,-13.16559703,-10.69929354,-6.266612746,21.246124
1941.5,891,294.5,512,258.5,826.5,2953,3717.5,3919,3978,192.0153,-14.03220969,-13.284343,-8.910480434,-7.482267857,24.078934
2128,1574,637,873,815,1251,2528,2865,2904,3196,113.565704,-14.21619231,-15.86725783,-7.606817898,-9.105378985,5.0721054
1832.5,906.5,371.5,584.5,381.5,867,2425,2978,2943,3178,222.07811,-15.57876134,-14.56318265,-8.964413091,-8.934526847,23.427597
2420.5,1478,527,837,673,1317.5,2990.5,3553.5,3578.5,3716,214.73871,-17.07321565,-13.7515583,-10.66950309,-5.906695124,18.448608
2006,960.5,415.5,648,396,912,2612,3274,3276.5,3513,208.2918,-15.62265385,-13.03196922,-9.352915107,-6.616423859,19.498566
2014,1022.5,436,660.5,428.5,965.5,2464,3010,3112,3285,149.56439,-15.40914807,-13.04366247,-9.573567538,-7.581427326,14.77095
2310,1582.5,645,902,809.5,1265,2573.5,2994.5,3008,3178.5,72.308784,-14.91651399,-14.84082277,-2.203642583,-8.081613425,10.036491
2061,1073,433,655.5,435.5,971.5,2578.5,3136,3176,3412,143.82928,-15.29893794,-14.75934071,-9.328032135,-8.098533046,19.020218
2236,1656,729,1016,987,1440,2370,2688,2633,2883,103.70694,-17.57054007,-16.39185165,-9.549895188,-9.889934563,5.569458
1587.5,879.5,593.5,912,804.5,1256.5,2230,2669.5,2653,2731,300.2681,-15.8141777,-15.95049418,-9.954381819,-10.15271587,19.120697
1944.5,1022,435,658.5,464,1028,2744.5,3264,3275,3533.5,57.538376,-15.79078698,-16.08206503,-9.606569879,-8.256815446,6.1245995
2163,1597,951,1171,1142,1503,2434,2683,2621,2872,86.15668,-14.87011053,-12.20505614,-5.948203127,-7.814795807,8.211876
2207,1689,760,985,1015,1378,2373,2702,2575,2855,67.36157,-14.96998248,-15.83713927,-7.177045235,-8.042494973,13.998268
2585,1868,765,999,975,1356,2325,2555,2557,2849,58.308548,-14.52974984,-14.72068856,-9.429564442,-10.60110485,6.9340324
2026,1096,500.5,743.5,559,1115.5,2462,3067,3219,3325.5,38.78298,-15.58522569,-15.3036326,-8.465322755,-9.785739752,7.306053
2045,1028,470,735,458,1149,3163,3830,3881,4065,58.851833,-14.50332333,-14.74089532,-6.986170872,-8.715446422,8.660896
2023.5,1364,643,881,735,1186.5,2354.5,2767.5,2867,2963.5,36.20599,-14.90568162,-14.59375727,-7.467267416,-5.145745556,7.0318336
2205,1085.5,495.5,817,510.5,1262,3017,3534,3610.5,3796,286.18854,-19.75247822,-13.87160827,-13.46236706,-7.659018934,17.625214
2171,1200,449.5,671.5,555,1039.5,2774.5,3421.5,3552.5,3673,268.1408,-16.8656735,-14.5476735,-10.34213178,-7.302426788,8.77652
2943,1377,398,945.5,395,1574.5,4310,4867.5,5072,5111,1468.0363,-10.0503043,-19.10097426,-2.523788156,-12.94755864,9.16394
2333,1551.5,626,959,956,1485.5,2848.5,3244.5,3260.5,3435.5,1328.5455,-12.44916846,-14.60119787,-7.316204516,-8.8551207,14.890137
1866.5,968,442.5,695.5,450.5,1001.5,2791,3337.5,3469,3451,27.507252,-13.80646347,-15.54133499,-7.752860787,-8.367650907,12.6518955
1971,980.5,439.5,704,442,1014,2838,3295,3363,3559,29.019314,-14.16671093,-14.61405512,-7.154325032,-8.51136561,16.52471
2721.5,2111.5,983.5,1249,1299.5,1719.5,2587,2964,2984.5,3203,1218.7476,-10.71048469,-14.50784692,-3.210273926,-7.458817096,10.951538
1716,818.5,448.5,651.5,425,899.5,2527.5,2890.5,2960.5,3019,29.885939,-12.54128666,-15.50590033,-7.237570893,-9.956010715,31.526386
1992.5,1093,466.5,732,505.5,1107,2681,3055.5,3199.5,3319.5,187.7314,-14.87660376,-19.42325644,-8.5082402,-11.9905999,12.476242
2374.5,1203.5,293.5,632,328,1122.5,2983.5,3546.5,3672,3800.5,1607.8397,-16.56409762,-11.76448279,-11.30948166,-4.657253126,7.6115723
1949.5,867.5,344.5,549.5,324,871,2964.5,3731.5,3866.5,3980,537.5672,-11.5399181,-17.99569176,-4.240089371,-11.64576506,25.745605
1785,787.5,423,650,399.5,979,2772.5,3399,3502.5,3712.5,18.099682,-13.70008735,-14.02385104,-7.674785543,-7.360048705,25.766865
1754,802,415,642.5,397,945,2647.5,3176,3259.5,3487,18.162085,-12.14169215,-15.2330407,-6.515334046,-8.907223523,23.480854
2228.5,1593,709.5,984.5,908,1408,2520.5,2949.5,3067,3160.5,9.563815,-15.34837568,-15.484408,-9.800049237,-8.220122456,8.951939
1813.5,801,413.5,665,385.5,967,2797.5,3381.5,3487.5,3671,16.481129,-13.94051595,-14.40020046,-6.445469606,-8.520256628,20.732397
2664,2226,1028,1257,1355,1676,2505,2726,2686,2811,17.684406,-12.02110981,-14.02176775,-0.69475872,-7.993015066,8.262339
2474.5,1649,612,930,785.5,1454.5,2755.5,3182,3241,3377.5,4.624133,-14.41471481,-16.2151591,-7.253743634,-9.592280563,7.34541
1784,796.5,408.5,656,387,957,2723.5,3248.5,3366,3663,13.534967,-12.50341979,-14.36010148,-6.904702909,-8.144606246,20.514723
2123,1341,668,861,733,1292,2507,2947,2984,3189,12.545473,-15.75606756,-16.65237852,-9.704920244,-9.912018591,7.380767
2365.5,1185.5,311.5,603,386.5,1009.5,2834,3384,3441,3706,1650.3807,-14.88392683,-13.96041941,-9.096722375,-7.528738384,20.125
1861,863.5,418.5,693.5,393.5,995.5,2811,3417.5,3545.5,3790.5,5.479534,-13.51356483,-14.13806773,-5.847819133,-7.524592574,17.20384
1854.5,849.5,405.5,670,384,971.5,2749.5,3312,3482,3649,3.850001,-13.35680826,-15.20399266,-6.436411655,-9.327991459,23.265934
2096,1385,724,957,859,1357,2559,3004,3002,3231,11.114662,-16.92076365,-16.65608868,-9.422571527,-9.211332686,7.4210606
1503,752,471,652,464,941,2343,2764,2878,2995,10.660732,-14.6055782,-15.95699196,-8.103135485,-9.149731517,5.356722
1776.5,776.5,404,657,378,939,2833,3431.5,3545,3773,2.253009,-14.06544784,-14.68875114,-7.413146474,-8.384339118,24.397375
1830.5,836,406.5,636,373,921.5,2717.5,3342.5,3449.5,3661,2.20165,-13.3884764,-14.95181593,-7.85237149,-8.670241412,23.284435
2671,2294.5,856.5,1110.5,1108,1440,2069.5,2257,2413.5,2473.5,65.39668,-14.64022644,-14.00851325,0.220165132,-3.542944314,10.197926
1723,908,509,693,516,1069,2387,2918,2864,3155,9.275472,-14.37453208,-15.68988421,-9.031776397,-9.139964565,4.9953027
2162.5,1431.5,602.5,876.5,806,1303,2496.5,2854,2967.5,3085,39.012497,-16.35410345,-16.22229288,-9.174007046,-9.91060611,4.7133007
2070,1350.5,592,884,811.5,1277,2345,2692.5,2753.5,2886,38.728756,-15.63358761,-16.34954995,-8.628707618,-9.078118397,6.330843
2130,1031,336,699,371,1151,2941,3640,3710,3923,551.6985,-13.0440551,-17.48212358,-7.085658739,-10.11105451,21.123657
2227.5,1610,657.5,932.5,847.5,1312,2377,2751.5,2848,2946,12.496462,-14.60706271,-13.09189708,-5.306524255,-8.410182012,7.2994194
2607.5,1879,765.5,1081.5,1111,1556,2494,2934.5,2977.5,3060,191.44427,-16.24270172,-15.64203156,-9.575679059,-8.879714218,10.073212
1589,826,512,689,508,1015,2328,2768,2815,2951,-8.084411,-17.97754519,-13.25976232,-12.27901414,-6.261967074,20.343857
1609,891,579,792,701,1000,2184,2534,2545,2649,293.0621,-18.98501263,-19.14713572,-13.08514226,-12.1678935,35.284668
1867,888,549,796,667,1171,2800,3338,3309,3627,-10.282311,-19.95055243,-14.60786471,-12.25502226,-7.597422044,22.827944
2052,1015,511,765,506,1137,3004,3603,3692,3794,-5.90608,-20.70758292,-12.70069364,-14.53719912,-5.65502985,23.609898
1880,1106,582,821,704,1215,2447,3071,3103,3257,-12.161223,-18.05414687,-16.09906402,-11.84310698,-8.710002472,23.046154
1830.5,1047.5,435,696,610,1147,2513.5,2969,2987.5,3211.5,842.77905,-17.84749447,-14.94927618,-11.78068685,-8.621300538,6.930725
2065.5,1226.5,509,788,653,1202,2473,2859.5,3000,3063.5,7.1171675,-16.36018851,-15.81969825,-8.533797935,-9.716210085,5.2701397
1914.5,1234.5,548,778.5,659.5,1151,2261,2614.5,2684.5,2805,5.1589565,-16.24924584,-16.61938403,-9.217514333,-9.585846732,5.0047336
1734.5,827,421,620.5,396,926,2384,2762,2784.5,2974,-15.71218,-13.81343376,-14.92759009,-7.604590552,-7.898072764,21.02616
1708.5,814.5,506.5,707,523,921.5,2092.5,2426,2263.5,2553,-15.825824,-13.52035892,-17.3068165,-7.764577691,-12.48559598,20.618013
1636,745.5,443,615.5,425,852,2281,2757,2717.5,3017,-15.810722,-12.4265378,-17.18714818,-5.978710261,-10.94951484,16.811829
1191,616,380,559,342,734,1781,2089,2106,2219,-15.405977,-14.13469934,-15.06908018,-8.80391986,-9.284946585,18.230354
1703,794.5,420.5,634.5,415.5,895.5,2440,2898.5,2913,3204.5,-12.996793,-14.10871222,-14.69890571,-7.583860911,-8.645166685,17.053606
1994,970,366,583,355,935,2945,3713,3707,3878,265.86032,-17.67738199,-17.81002877,-11.62095751,-10.71665988,34.102295
2788,2224.5,820.5,1188.5,1384,1748.5,2588,2963.5,3104,3137.5,136.16841,-14.87952317,-13.65760589,-8.095893189,-7.125612071,10.035591
1722,798,441,646,405.5,919,2635.5,3119.5,3246.5,3364,-8.839844,-15.06343337,-13.98595598,-8.15277536,-8.162908044,27.003483
2629,1882.5,647.5,935,957,1394,2281.5,2618.5,2696,2827.5,26.363373,-18.7468797,-15.31490192,-10.94296348,-8.33808423,4.15168
2234,1090.5,442.5,787.5,496.5,1241.5,3324.5,4171.5,4297.5,4379,636.23,-15.33585805,-18.23259854,-8.431598157,-11.47511495,19.472107
1525,738.5,444.5,649.5,408.5,904,2320.5,2702.5,2779.5,2885,-19.001816,-14.34740509,-13.70826149,-8.074906268,-7.450525522,14.655407
2358,1125,314,606.5,333,1074,3147.5,3908,4016.5,4237,642.51587,-21.3990548,-15.47548787,-15.24975168,-8.599044968,19.134155
2473.5,1769,632.5,926.5,912.5,1457.5,2594.5,2995,3119.5,3305,21.270346,-16.44193527,-15.99036942,-9.905071698,-9.820877256,3.109744
2018,980,388,593,371,934,3003,3623,3751,3849,124.731575,-22.14216603,-13.6658278,-16.77548457,-6.550999983,49.70645
2505.5,1708,675.5,1023.5,979.5,1485.5,2781.5,3157.5,3189,3291,105.16404,-15.23206034,-15.9221382,-8.616521407,-9.935037269,15.563942
2591,1906.5,727.5,1013.5,1130,1554.5,2465,2797,2872,2949,246.7602,-17.15388914,-18.73107636,-9.687063159,-11.99279445,3.662735
2305,1574.5,671,945.5,853.5,1339.5,2535.5,2958,3004.5,3206,2.5315504,-16.14173772,-16.59636775,-9.441405552,-10.24377459,3.8386402
2520.5,1687,672,956.5,941,1412.5,2459,2850,2927,3037,11.559754,-17.49060924,-17.9305591,-10.71287873,-10.90877859,3.3687086
2777,1820,751,1099,1019,1585,2809,3174,3337,3515,49.650955,-16.74123277,-15.2236397,-10.47257311,-9.693984597,4.9840355
2196,1419.5,626,905,816,1307.5,2425.5,2770.5,2888.5,2957,-2.355462,-16.37224203,-14.52407927,-9.196621715,-7.702618558,3.6337547
2235,1521,550,782,759,1197,2195,2595.5,2696.5,2821,6.2295346,-16.83776339,-17.50693022,-11.17780453,-10.60701472,2.7918108
2175,1502,779,1093,1024,1509,2786,3215,3329,3427,43.010254,-15.88572484,-15.17010663,-8.875616871,-8.267439829,3.4296913
2060,1530,699,949,843,1251,2202,2553,2580,2732,-21.4367,-15.24828576,-12.38104845,-7.240709641,-5.334429638,6.274744
2048,1221,582,844,632,1250,2709,3212,3265,3464,-18.299885,-17.05754815,-14.92776339,-10.37754424,-9.088950427,8.626247
2485,1276,384.5,739.5,460,1217,3897,4644,4858.5,4888.5,2241.1792,-16.86454683,-14.31688772,-11.36750425,-7.798154529,8.09375
1788,967.5,457.5,727,518,1109.5,2681,3198,3336,3450.5,-5.2842317,-16.29102963,-15.7542181,-9.593308543,-9.292058098,6.1046066
2191.5,1314,550,871.5,699,1234.5,2365,2853.5,2853.5,2982.5,84.41683,-16.82611055,-16.2567327,-11.16394188,-9.056915895,16.88844
2260,1441.5,591,825.5,713.5,1226,2481.5,2883,2916,3104.5,-6.8887763,-16.06864722,-15.86126645,-10.11990335,-8.681169451,6.883094
1784.5,975.5,469.5,708.5,534.5,1040.5,2456.5,2916.5,2944.5,3124.5,-7.4340663,-15.94707783,-16.41982034,-9.594434775,-8.979183306,5.879318
1829,1370,634.5,843,900.5,1177,1896,2097.5,2162.5,2245,1973.6012,-13.39552771,-16.4443509,-3.075215587,-10.39326875,7.744507
2250.5,1595,652.5,889,800.5,1302.5,2294.5,2603,2704.5,2792.5,-8.082973,-16.09341691,-15.64652155,-7.022906682,-7.539140542,3.8859863
1927,1209,553.5,810.5,644,1169.5,2331.5,2761.5,2805.5,2930,-16.251118,-16.1747235,-16.50933659,-9.26636796,-9.111965689,5.3960094
2064,1340,579.5,828,749,1235.5,2352.5,2756.5,2812.5,2963,-10.911324,-15.98145794,-15.72194411,-9.224461048,-9.745216771,5.5089474
2123,1406,586,828,899,1304,2097,2373,2487,2597,292.67938,-15.97141654,-17.42891557,-10.44628693,-11.38247026,5.6816406
1910,1118,600.5,898,804.5,1379.5,2452,2854,2903,3080.5,28.316067,-16.0634854,-16.53624346,-9.538820223,-9.718810349,5.2552414
1845,1295,639,855,936,1283,1971,2302,2337,2448,302.95926,-16.37126254,-16.19590568,-10.58814793,-10.49028056,7.201721
2619,1884,732,986,1221,1524,2098,2327,2391,2559,306.3543,-18.28927318,-17.9203626,-12.02831408,-10.76423465,7.130554
1690,1096,523,725,749,1088,1869,2164,2189,2340,308.85162,-15.06313501,-14.76045771,-9.429635206,-8.89426864,10.279205
2088,1353,591,823,866,1251,2181,2435,2550,2683,313.70908,-16.48936745,-16.14086737,-10.96737206,-10.36774333,8.509247
2373,1606,726,989,1172,1469,2203,2475,2531,2666,316.70667,-18.14242329,-16.80206242,-12.89085264,-11.58844914,8.203705
1650,1088,520,713,695,1032,1929,2237,2281,2417,321.08917,-14.88057795,-15.94454139,-8.723368481,-10.39164861,9.885468
2193,1579.5,755,1063.5,1006,1486,2578,2950.5,3003.5,3100,30.717588,-17.91280661,-16.29358632,-9.223822414,-8.972737644,3.058216
2309,1694.5,816.5,1130,1097,1577,2513,2821.5,2887,2951.5,29.796362,-16.72169169,-17.04045639,-9.800628386,-9.16900351,2.5224857
2614.5,1856,721,1008,959,1485.5,2795.5,3165,3215.5,3428,37.082226,-14.63881848,-12.96074669,-1.393402632,2.960125141,6.9944954
2244.5,1388,514.5,816,600.5,1252.5,2949,3532.5,3535,3762.5,36.728085,-16.15037887,-15.35436918,-7.38948536,-8.626761825,5.388138
2274,1299.5,488.5,741.5,601.5,1245.5,2698,3192.5,3310.5,3445.5,87.242035,-18.59624484,-13.32431062,-11.66522635,-6.418165757,10.803154
2348.5,1538.5,519.5,805.5,616.5,1298,2888.5,3381,3396.5,3605,34.20267,-15.45536808,-15.25575772,-9.384841099,-8.800072871,5.0108147
2441.5,1861,779.5,1021,1062,1483.5,2354,2685,2741,2888.5,29.38628,-13.94722772,-13.69063309,-4.071653023,-8.642071024,5.99671
2775.5,2004,849.5,1097,1373,1693.5,2183,2444.5,2534,2691,195.99501,-19.49135025,-15.06871745,-13.6812029,-9.215275678,6.8304443
2574.5,1971,836,1161.5,1157.5,1670.5,2647.5,2974,2956,3038,25.6151,-13.93653132,-15.14685805,-5.435362927,-8.174843329,11.241825
2479,1675.5,733.5,1043,998,1631.5,2612.5,2943,2918,3151.5,171.62262,-17.09884882,-16.13616428,-11.03156336,-9.387048788,7.476715
2383.5,1457.5,555.5,864.5,703.5,1366,2731,3178,3267,3444,146.5841,-16.51165844,-16.3866828,-11.14863539,-9.262320414,4.589325
1845,1141,485,732,571,1051,2402,2905,3010,3141,-15.032304,-17.0013777,-16.2117651,-10.00786948,-9.759912213,3.6722832
2059.5,1336,552,850,713.5,1336.5,2668,3170.5,3245.5,3342.5,113.812225,-14.14609798,-17.78115892,-7.845537326,-10.85806222,13.599594
2809,1815.5,627.5,991,895.5,1606,3111.5,3492.5,3665.5,3759.5,371.14844,-16.36572635,-14.34612669,-10.47832649,-7.346065652,20.130249
2679,2247.5,1049,1323.5,1343,1750.5,2439,2704,2758.5,2818,4.9509525,-16.93687442,-16.15474456,-8.117356998,-7.709257118,4.4195232
1789,1067,741,1019,856,1340,2349,2824,2586,2895,-12.879036,-15.58480141,-17.25829765,-9.6315518,-10.27137712,15.547374
2021,1211,330,612,532,1026,2450,2828,2913,3060,1221.2949,-15.36671922,-16.00729091,-9.713528831,-9.521637019,4.6453857
2464,1575,602,936,841.5,1446,3173,3724,3761,3949,312.1353,-13.7081777,-15.46391509,-6.584893754,-8.343270337,9.683533
2378,1693,730.5,971.5,967,1398,2303,2635.5,2660.5,2813,-22.67312,-15.77029029,-15.94000193,-9.044708773,-8.473643973,6.17008
2360,1179,509,816,526,1250,3563,4144,4252,4368,22.519888,-14.65988966,-14.58097179,-7.694068218,-5.730522768,3.9029922
1720.5,996,533,821,617,1107,2354,2805,2796,2951.5,-5.0895567,-15.8937147,-16.22865027,-9.280420593,-9.339455896,3.8459034
2285,1281,380.5,723.5,505.5,1296,3096.5,3593,3692,3876,1913.4104,-16.07243113,-13.94236543,-10.35241797,-8.140648156,5.6153564
2344,1583,546,820,807,1283,2594,3043,3142,3189,-10.377888,-16.62232741,-16.14787202,-10.62233051,-9.909270721,3.0532598
2050.5,1127,328,637,402.5,1103.5,3000.5,3498,3608.5,3721,1793.7482,-14.56236289,-15.81814801,-8.920846569,-9.853890171,8.621216
2658.5,1534.5,455,759,593,1272,2984,3579,3690,3829,224.7138,-11.96910042,-20.55977596,-5.206063698,-14.17263193,12.716873
2573,1690.5,594,928,859,1554,2945,3465.5,3747,3776,221.28714,-14.7689554,-14.43160228,-8.883802968,-7.621659633,9.825623
2454,1784,674,949,955,1410,2620,3108,3153,3332,-14.176565,-17.5346624,-15.84259235,-10.65964521,-8.37077491,2.4716873
2627,1839,707,1053,1075,1602,2604,3053,3204,3297,-14.51479,-17.15124824,-16.84006509,-10.13586124,-9.790421501,2.6255264
2638,1965,759,1038,1110,1510,2444,2771,2890,3023,-14.8806715,-15.83047699,-15.04382814,-10.3557742,-10.20765763,3.0974941
2564,1945,773,1023,961,1413,2433,2776,2871,2952,2.1776366,-14.7756113,-12.20843841,-4.693112069,-5.005326875,9.81278
2245.5,1084,361.5,706,373,1220,3819,4673,4734.5,4897,2030.1431,-14.08264517,-17.71363396,-7.35552013,-11.62875545,6.9658203
2509,1738,706,1062,976,1548,2620,2936,3011,3182,-8.061962,-16.2732742,-16.6472237,-9.483053325,-9.386893959,4.6450615
2267,1396,643,942,732,1451,2798,3175,3203,3250,-10.501395,-15.97483419,-14.91357535,-8.455826591,-8.257049717,4.725786
1726,982,646.5,1033,957.5,1455,2491.5,2871.5,2765.5,3031,150.148,-15.87075832,-15.14541223,-10.16808056,-8.712440134,23.415878
1713.5,913,461,761.5,575,1136.5,2773,3257,3309,3359.5,-13.801501,-15.65792413,-16.38681997,-9.452156113,-10.04676525,3.3258634
1865,1092.5,608.5,885,736.5,1256.5,2538.5,2988,2968,3131,-17.449852,-15.63986514,-14.91595094,-8.553368853,-8.910133678,2.6550589
