B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
2164.5,1191.5,463.5,703.5,477,1093.5,3171,3882,3908,4122,210.0523,-10.74226491,-15.26833545,-3.724619714,-9.186288672,14.770264
1659,943,514,810,704,1227,2252,2604,2614,2676,81.754715,-16.32171711,-15.54851863,-9.548278252,-8.357430697,9.221436
2273,1519,839,1126,1036,1488,2850,3268,3277,3456,126.90494,-16.18387835,-14.02068039,-9.956991394,-7.871992247,18.86039
2195.5,1102,515,744.5,489,1260.5,3474,4311.5,4414,4550,176.5081,-14.26099445,-16.27518929,-7.810871753,-9.800810254,12.122032
2342,1568,822,1133,1019,1565,2672,3108,3084,3282,14.555628,-15.60693231,-15.97746227,-9.167706025,-9.249393044,20.037302
1938,1029,393,676,464,1055,2845,3447,3519,3698,259.98114,-15.37188685,-14.05346926,-8.633993268,-6.768266511,12.138123
1976.5,892,322,544,330.5,930.5,3151,4092,4183.5,4401.5,332.5224,-15.45279545,-10.61000889,-9.031592455,-3.352158883,17.205994
2216.5,1124,396,670.5,461.5,1091.5,3368.5,4045.5,4115,4369,431.5591,-11.36522108,-15.96624296,-4.370596826,-9.334191804,5.63678
1906,947.5,331.5,585.5,360,961.5,2576,3128,3185.5,3337.5,87.13109,-14.43617618,-14.038537,-8.460759261,-7.553717962,9.052032
2674,2031.5,822,1173,1269,1717,2830.5,3216.5,3248,3354,866.6994,-13.58662499,-15.80258176,-7.463438685,-10.66523107,14.420898
2113.5,1065,342,618.5,409.5,1042.5,3029.5,3775.5,3810,4103.5,143.65224,-15.20763716,-13.17859967,-8.865330283,-6.48489707,10.377747
1607,795.5,278,486.5,329.5,783.5,2163.5,2666.5,2721.5,2856,81.478546,-15.26512822,-13.93059579,-9.446643272,-7.583613371,16.814735
2109,1286,549,867,772,1369,2819,3243,3255,3400,55.657604,-16.0463072,-16.01402526,-10.00959168,-9.43640232,7.811226
1274,732,529,806,767,1228,2188,2466,2474,2597,54.989304,-16.7610836,-16.6973579,-10.23945789,-10.27255857,8.042553
1705.5,821.5,278,488,296.5,789.5,2378.5,2860,2839,3101,81.58908,-15.42465957,-13.72494977,-9.203786226,-6.968161746,21.208553
1972,1234,564,853,779,1323,2565,2992,2999,3096,55.263844,-14.86694001,-14.20393099,-8.103479706,-7.982086937,6.2877502
2219,1238,527.5,779.5,643.5,1180,2835,3488.5,3552,3749,230.07574,-15.42154268,-13.68836668,-8.876202885,-6.762563554,7.362549
1536,876,552,837,799,1266,2247,2563,2620,2675,48.71296,-16.07332989,-16.33413349,-9.396612888,-7.700317587,17.245262
2209,1323,513,765,649,1216.5,2830.5,3324.5,3404,3548,109.757835,-14.03257232,-13.75286437,-7.404291078,-7.493432451,6.3383026
2734,1858,697,1080.5,1121,1679,3004,3392,3495,3624.5,1019.35004,-18.14401689,-15.2750805,-11.57042467,-9.004219965,9.559998
1739,1024,540,887,810,1351,2480,2815,2798,2940,49.083046,-15.47701301,-15.9510323,-8.642523283,-8.299119662,16.369785
1999.5,1192.5,447.5,723.5,579,1113.5,2589,3095,3098.5,3308.5,64.15053,-13.44267691,-14.71081044,-7.467530756,-8.497914523,7.7988205
2097.5,1111.5,436,721,483,1112.5,3101.5,3718.5,3828.5,3994,104.04549,-14.05131225,-15.19841854,-7.633224763,-8.163197105,17.752243
1766,1053,540,841,804,1299,2388,2713,2700,2841,53.806087,-12.99203839,-15.73482685,-4.954525171,-8.737521373,5.7961235
2255,1181.5,410.5,681.5,472.5,1116,3121,3862.5,3940.5,4132.5,250.34453,-13.84278449,-15.54133976,-7.076482482,-8.91988683,19.889435
1998.5,1020,376.5,619.5,392,1046.5,3062,3724,3776.5,4020.5,66.60135,-15.29097719,-13.04703858,-9.219033456,-6.163127914,5.3689613
1586,849,451,738,603,1120,2351,2791,2791,2843,50.33307,-15.4298958,-15.47093233,-8.599680144,-8.461635599,15.155354
2022,1338,600,901,893,1400,2502,2825,2854,2936,53.73189,-15.60497916,-14.91502351,-8.482403469,-7.807080405,2.8764877
1950,839,294,521,292,877,3015,3763,3771,4073,107.63574,-14.41777938,-14.57473241,-8.077655825,-8.028373562,34.85334
1765,1032,561,864,777,1288,2283,2593,2651,2724,53.429432,-15.1985355,-15.15126135,-7.420524163,-8.337079935,3.213276
1765,1032,561,864,777,1288,2283,2593,2651,2724,53.429432,-15.1985355,-15.15126135,-7.420524163,-8.337079935,16.18546
1781,1054,571,874,821,1330,2388,2698,2675,2784,53.726555,-15.75986507,-15.28427088,-8.841321757,-7.400028457,2.6346512
2659.5,1605,554,935.5,774,1510,3059,3547,3615.5,3792,691.77936,-19.48994133,-11.92387064,-13.27767965,-4.722642428,13.205872
1710,1023,610,899,910,1336,2351,2637,2744,2839,47.01889,-15.21106216,-15.16927795,-8.6236917,-8.99878003,12.319923
1892,898,349,558,320,904,3042.5,3828,3940,4114.5,143.2791,-12.65486689,-15.09288344,-5.601113748,-8.284306978,16.165771
2576.5,1525,548,939,723,1500.5,3130,3626,3698,3863,613.15625,-17.85355241,-12.70205723,-11.56332952,-5.902145409,13.0982665
2146,1334,624,903,785,1374,2809,3242,3245,3368,-11.854145,-14.34018094,-14.49837004,-8.137070773,-5.952018912,4.198531
2304.5,1466,512,782.5,692.5,1199.5,2278.5,2660,2722.5,2861.5,609.1217,-13.54142061,-15.50746967,-6.917148036,-9.081243502,13.1401365
1968,1060,587,833,701,1223,2447,2892,2881,3076,81.78801,-15.80415752,-15.71530194,-9.205775355,-8.272368681,2.7689514
1869,936,399.5,642,422,1029,2865.5,3514.5,3562,3741.5,99.40539,-11.99496116,-15.35303178,-5.077648118,-8.631101527,10.616539
2304,1450,499,773.5,669.5,1196.5,2297,2647,2719.5,2843.5,682.7735,-13.12578661,-16.21703076,-6.089204983,-10.21144619,10.6773375
1930,1155,537,853.5,732,1261,2529.5,2909,2970.5,3104.5,41.3763,-16.1241308,-15.59511172,-9.422846905,-9.245933321,12.436207
1341,799.5,535.5,813,720.5,1179,1867,2090.5,2107,2149.5,44.739704,-16.77494662,-16.10790964,-9.529897805,-8.739710967,4.3629646
2063,1177,489,741,579,1163,2658,3190,3226,3413,78.20276,-15.4375684,-13.18477095,-9.128845751,-6.311269682,32.590996
1823,1122,553,843,706,1188.5,2293,2626,2613.5,2793,42.853268,-16.01449193,-15.98336698,-9.60030047,-9.075048469,4.1977043
1726,1089.5,616,936,917,1414,2287.5,2630,2664,2724,34.58178,-16.25039127,-15.96243025,-8.324530164,-8.986944018,8.47126
1948.5,1185,511.5,808.5,760.5,1276.5,2540,2935.5,2974,3142.5,33.495617,-15.08388256,-15.09251583,-8.329502232,-8.091302271,14.759285
2449,1494,596,936,854,1499,2916,3336,3401,3582,483.33267,-16.71459308,-15.43465384,-9.956173694,-9.385722295,21.864594
1760,1021,578,847,913,1396,2528,3001,2980,3038,29.982122,-15.82086566,-15.27566192,-8.741020175,-8.507007278,25.90939
2413,1542,599,951,975,1521,2759,3175,3261,3426,318.06592,-15.15006672,-16.34938716,-8.058321387,-9.907751835,16.6934055
2328.5,1144.5,513,758.5,435,1147,3315.5,3930,3995,4262.5,27.084658,-14.11636674,-14.10596884,-7.783104058,-7.228294213,12.80888
1922.5,1079,469.5,695,511,1064,2787.5,3388,3473,3615,102.97057,-13.57646486,-14.72710276,-7.156280203,-8.693254049,17.590424
1722,1101,582,858,780,1246,2154,2448,2503,2617,29.11541,-12.62250419,-15.84022879,-3.58520172,-7.314844309,7.470331
2096.5,1239,574,828,704,1279,2630.5,3118,3201,3325.5,65.40125,-14.42029911,-15.51782915,-7.260794927,-8.64299778,20.329819
2113,1318,594,905,779,1333,2670,3089,3108,3267,-23.06794,-13.35621893,-13.63518765,-7.914632626,-6.385177935,17.979195
2332,1202.5,439.5,729.5,493,1136.5,3468,4205.5,4265.5,4500.5,227.50317,-14.95716978,-14.38846105,-8.125749108,-7.361811478,12.004486
1898.5,1123.5,551,789.5,657,1159.5,2468.5,2976,3049,3156.5,63.208584,-13.35790933,-15.84270155,-6.935363861,-8.715835159,10.799458
2062,1496,707,967,938,1349,2350,2634,2668,2755,27.617674,-13.20733764,-14.19542586,-5.221755705,-6.841159247,13.388283
1986,1479,738,1032,1062,1412,2132,2353,2337,2465,37.147354,-12.87055978,-14.20249105,-3.417817343,-4.925792375,9.824406
1328,810,586,949,866,1309,2273,2599,2641,2646,25.10885,-17.18812075,-16.62121941,-9.16151394,-9.422142003,6.85893725
1093,703,462,751,618,963,1442,1658,1671,1664,33.842995,-17.58703611,-18.43194462,-11.3760023,-11.10203208,7.5862045
1757,996,618,876,763,1202,2261,2643,2662,2861,-25.216581,-15.97339074,-16.26420478,-9.83488688,-9.916239252,10.126582
1869,905.5,306.5,569.5,339,885,2699,3360.5,3511.5,3636.5,361.8145,-14.7921566,-13.62189792,-8.358633952,-7.007849408,25.231964
2507,1645.5,577.5,864,852.5,1336.5,2505,2909,2986,3135.5,635.423,-12.28384236,-14.93949167,-5.262383848,-8.366711313,5.8235474
1524,877,513,788,726,1171,2083,2371,2393,2472,22.88149,-15.92115236,-16.52461368,-9.344597371,-9.734806489,9.272316
1948,1181,742,1091,965,1430.5,2494,2787.5,2774,2877.5,6.172334,-14.75498929,-15.84064027,-8.752630022,-6.988817136,23.375078
1427,847,493,743,691,1144,2139,2534,2457,2545,22.93842,-15.89098663,-15.2761093,-9.188303652,-8.101039572,11.230066
2248,1307,608,821.5,658.5,1254.5,3127.5,3745,3833.5,3963.5,59.717762,-11.83988166,-15.24800339,-4.964901082,-8.392239733,13.928097
1477,955,602,909,833,1249,2163,2433,2418,2440,21.670647,-15.86135294,-15.76632025,-8.709371714,-7.883004319,11.099638
1778,1116,610,894,839,1311,2411,2723,2697,2761,20.531353,-15.44800288,-15.55939008,-8.241205086,-6.961439973,11.920671
2184.5,1241,588,886.5,707.5,1338.5,2745.5,3215,3275.5,3378.5,290.462,-11.36670562,-17.54872005,-3.790689452,-10.77408318,14.126923
2019,1090,455,741.5,512.5,1155.5,2982,3541.5,3596,3768.5,-12.250694,-14.24343727,-14.94716666,-8.55720094,-8.31842918,11.583565
2458.5,1581.5,691.5,957,989.5,1455,2880.5,3423,3510,3651,304.42694,-11.45587788,-18.26978682,-3.018030037,-12.3244801,12.94504767
2427.5,1515.5,560.5,820.5,832.5,1298,2758.5,3297,3414.5,3568,310.3566,-14.06429766,-16.43026398,-7.300647973,-10.21896433,10.971863
2726.5,2141,866,1166,1213.5,1639.5,2636.5,2982,3034,3156,620.80023,-13.78890069,-11.63870096,-5.419659336,-3.970382274,9.983582
2130.5,1109.5,429.5,683.5,478,1093,2691,3261,3338.5,3499,339.64883,-12.7340183,-13.87019327,-5.766402612,-7.549328291,16.823191
1943,1285,668,897,823,1272,2337,2704,2695,2831,17.112968,-15.9708567,-15.67984621,-9.47740087,-8.618754354,7.471075
2154.5,1322,558,870,729.5,1330.5,2795.5,3269.5,3382,3451,269.84402,-17.74627202,-12.89319372,-10.99865757,-6.116625664,27.265244
2328.5,1226.5,466,737,520,1171,2873.5,3443,3474,3681.5,463.04877,-12.64482881,-13.58814448,-5.75133618,-7.126424788,16.23996
2433,1874.5,746,1088,1264.5,1637.5,2727,3001,3064,3116.5,754.9846,-14.53407837,-17.87235288,-6.782207747,-10.65059955,10.454041
2175,1272.5,467,750.5,666.5,1168,2844.5,3445,3519.5,3676.5,613.65906,-16.25055228,-13.34641317,-10.22209448,-6.591254924,14.728027
2074.5,1205.5,441.5,694,574,1097,2825,3533.5,3642,3775.5,572.8541,-15.94890213,-14.49150168,-9.344146892,-8.392879783,14.555054
1313,728,496,794,683,1116,2108,2455,2407,2539,15.895957,-15.70918144,-15.85532476,-9.443965599,-8.359414115,10.314114
2434,1395,500,793,610,1261,2956,3493.5,3614,3753,575.6228,-19.13768407,-10.12513103,-12.79630029,-3.009119383,22.016235
2282.5,1070,398.5,634.5,381.5,1047,3277.5,4211,4303,4524,476.38788,-8.915698468,-16.67142748,-2.013775369,-10.387331,32.38748
2370,1302.5,465.5,735.5,601,1172,2776.5,3330,3452,3609.5,533.48956,-14.67037129,-13.45227197,-7.693548173,-6.75480603,17.5120545
2360,1274.5,429,688,538,1092.5,2712,3243.5,3318,3480,568.31366,-12.19891377,-15.54622714,-4.891228636,-8.933615989,15.412476
1715,1029,524,784,696,1173,2247,2602,2635,2805,17.371685,-15.61685287,-15.2001825,-8.065115694,-8.228907854,7.9511975
2571,1587,601,973.5,887,1522.5,3101.5,3596,3631.5,3805.5,464.59045,-11.2911153,-17.34400544,-3.307182603,-11.15862921,12.577423
2814,2189.5,914.5,1222.5,1277,1745,2662.5,3019,3082,3208,547.7986,-11.9655304,-14.61983559,-3.664665063,-6.563050661,9.70498675
2625,1859.5,731,1032.5,1165,1543.5,2677,3128.5,3230.5,3309,453.34125,-15.76528761,-14.77587039,-8.722694745,-8.50719254,20.012756
2151.5,1087.5,420.5,664.5,470.5,1055.5,2979,3646.5,3682,3888,407.80075,-15.9144531,-13.15713517,-9.480800635,-6.381661692,18.529114
2184,1156,469,747.5,561.5,1156,2942,3635.5,3658.5,3884.5,342.08838,-14.7525077,-13.96092809,-8.222454834,-7.515779404,19.312592
2288,1445.5,523.5,814,754.5,1258,2567,3016.5,3132.5,3228,363.2001,-13.08083929,-16.69357303,-5.509952043,-10.08016822,27.422668
2572,1874.5,703,1006.5,1149,1534,2696,3049.5,3157,3290,402.25327,-13.05570718,-18.45799674,-4.052048983,-11.68855783,20.82138
2004.5,1008.5,425,712,517.5,1095.5,2746,3280,3404.5,3493,872.69037,-13.49024282,-15.78086676,-6.975103863,-10.1126087,9.696594
2893,2003,910.5,1269,1214,1799.5,2961,3384.5,3452.5,3602,298.44968,-15.46264096,-15.6234277,-8.615595686,-9.066195629,14.223328
2253.5,1346,513.25,777.25,701.5,1225,2650.75,3181.25,3235.25,3380.5,462.51987,-14.74605143,-15.01226578,-7.463701175,-8.707088854,14.97534175
2249,1601,665,938,871,1320,2475,2816,2797,2995,2.6401775,-11.1179786,-13.03598815,-4.287749238,-4.987625787,13.017915
1896.5,1068.5,451,775,566.5,1212,2995,3543.5,3509.5,3737,-11.3667145,-14.87333101,-14.57320402,-8.881764424,-7.998983738,14.249699
2319,1468,532.5,840,823,1295.5,2552,2947,3061.5,3129,517.68634,-13.97743597,-15.74018033,-6.169612672,-8.754405428,25.126526
2149.5,1132.5,386,637,439.5,1023.5,2823,3403.5,3466.5,3627,620.53546,-12.83098386,-13.39276307,-5.585103012,-6.134620615,16.831787
2647,1913,698.5,967,1064,1449.5,2546,2965,3088,3211,677.8642,-15.47958839,-16.5228239,-8.731537194,-10.37154246,18.654114
2090.5,1027.5,416.5,669.5,440.5,1053.5,2912,3517,3590,3741.5,465.85516,-15.2244915,-13.97333741,-8.789218501,-7.713181596,25.145762
2074.5,1113,461,704,555.5,1105.5,2749.5,3370,3429,3568.5,416.83035,-15.52023408,-13.62404722,-9.231701268,-7.158189665,27.33722
2400,1290.5,471.5,744,540,1203.5,2971.5,3531.5,3638.5,3809,720.672,-10.7727359,-16.26861171,-3.835365393,-10.39320353,28.970093
2082.5,1072.5,428.5,699.5,474,1072,2867,3426.5,3487.5,3666,422.01038,-14.8890964,-13.66388091,-8.400350463,-7.506933902,18.845459
2288.5,1439,559,829,827.5,1316.5,2504,2930.5,2982.5,3132.5,400.27957,-17.17399563,-13.16700714,-11.35198166,-7.421097922,25.03926
2708.5,1977,751.5,1084.5,1272.5,1701,2633.5,3128,3196.5,3333.5,304.89642,-17.12390287,-16.28310404,-9.643958953,-10.19124974,11.488586
2868,2339.5,905,1264.5,1482,1852.5,2659,2957,3043,3199.5,288.0845,-17.17990266,-18.39962923,-9.246337503,-11.94052097,7.992401
3189,2505.5,975,1303,1533,1934.5,2486,2793,2852.5,2985.5,262.63846,-17.57584861,-15.57677584,-10.09601487,-9.686940811,6.7545776
2732.5,1876,776.5,1040,1099,1582.5,2856,3222.5,3294.5,3422,624.9532,-15.16577289,-18.14856175,-6.419310826,-11.76775214,13.262268
2307,1256.5,486.5,753,573,1178.5,2911.5,3482,3547.5,3720,589.01746,-13.6405732,-15.50651799,-6.839047157,-9.580147334,19.307098
1853,1025,485,772,624,1153,2679,3159,3151,3294,-7.414407,-13.31764675,-14.35778945,-6.713087403,-8.185260442,8.31063515
2245.5,1215,457.5,722.5,535.5,1172.5,2934,3484.5,3538,3706,537.6524,-14.07178516,-15.54300513,-7.667524748,-9.401108947,19.874573
2249.5,1173,442.5,708,538,1158.5,3026,3629.5,3674,3871,482.80234,-15.30375917,-14.75334251,-8.648011528,-8.356918111,17.4266355
2393,1345.5,510.5,812,649.5,1282.5,3093,3604.5,3671,3798,432.6641,-15.66596705,-14.61588057,-9.128491632,-8.552677009,14.41517133
2909,2164.5,867,1219,1395.5,1798,2816.5,3192,3244.5,3400.5,376.3626,-16.96458959,-16.54771762,-10.08221657,-10.25896099,10.4579775
3401.5,2767.5,1061.5,1472.5,1775,2170,2815,3117.5,3181.5,3321.5,325.43835,-19.0495413,-18.31344499,-11.55105515,-12.00355207,13.111481
1661,984,632,917,737,1276,2647,3252,3250,3358,-17.292091,-15.14723259,-14.9008601,-9.097361627,-8.561010188,5.1382513
1813,1022,535,786,717,1194,2573,3029,2998,3108,-12.980343,-15.61799483,-14.9977593,-9.152240358,-7.940820587,11.463226
2789.5,2279,838.5,1154.5,1345.5,1705.5,2367,2647,2719.5,2838.5,323.81854,-18.52930021,-14.84570388,-11.96895254,-7.08560769,10.64679
2665,1682,675.3333333,981,891,1425,2553.2,2962,3011,3194.333333,808.4151,-13.83272728,-17.09073513,-7.058288623,-10.57528511,10.460022
2526.5,1903.5,732.5,974,1028,1427.5,2185.5,2478.5,2520.5,2653,393.69974,-18.53689223,-12.79091713,-12.34926765,-5.323566488,9.238068
2283,1273,396.3076923,664.1428571,535,1078.666667,2506,2885,2982.5,3119,941.6873,-13.2765197,-14.31641991,-6.092057485,-8.318728139,9.6210635
2934.5,2319.5,926,1218.5,1465.5,1841.5,2430,2807.5,2845.5,2933,519.0486,-19.19420166,-16.1114107,-11.80501265,-8.138708566,12.1475525
3191,2531.5,1024,1401,1755.5,2095,2642,2915.5,3007,3104,558.3173,-16.96010834,-19.05778707,-8.64171786,-12.76474489,12.484741
2130,1241,440,769,606,1193,2564,2969,3049,3138,362.97144,-14.25958099,-16.75892235,-6.94250405,-10.59711284,4.5009155
2471,1730,627,904,960,1413,2577,2986,3030,3244,407.89102,-14.90953626,-16.55938901,-7.311371066,-11.03812768,21.749847
1959.333333,937.1666667,299.4444444,549.5,346.4,853.2857143,2630,3148,3217,3356.5,1063.4578,-14.37680577,-14.63204165,-7.599939373,-8.53229367,14.272705
1984,1190,492,702,628,1108,2741,3260,3247,3434,-20.826756,-13.1196243,-13.6002073,-7.298687076,-4.902441908,17.308235
1932,949.5,336.8,556.7142857,367.5833333,912.4,2509.5,3054,3082,3206,1083.5181,-14.31112076,-14.84618982,-8.010671735,-8.652134784,7.6812744
2131.75,1168,395.9285714,655.75,526.1818182,1067.285714,2413.333333,2814,2928.5,3079,1107.4465,-15.08424306,-15.48047039,-9.039630401,-9.549212155,7.38830575
2265,1387.5,595.5,877.5,813,1348.5,2876.5,3421.5,3501.5,3635,434.00766,-15.50341314,-15.29842636,-9.087560569,-9.279581126,16.484268
2098,1136.6,366.3846154,620.5,465.3076923,1004,2550.25,2986.333333,3055,3185,1163.5862,-14.95384172,-13.3709731,-8.435835376,-7.10819672,7.44750975
1725,801,372,587,379,941,2504,3005,3047,3192,-21.124233,-14.32216067,-14.07765804,-8.777437146,-8.139772005,9.512182
2034.5,1046,457,724,498.5,1124.5,2711.5,3193.5,3240.5,3383,379.1955,-14.93733256,-13.96411737,-8.804760544,-7.101493454,17.217133
2542.5,1640.666667,526.5833333,784.8,755.6666667,1202,2249.666667,2546.5,2704,2819,1274.711,-14.41777043,-12.63259395,-8.017997434,-6.386562015,10.307373
2068,1064.5,442.5,716,488.5,1125,2722,3188,3287.5,3405.5,324.96625,-15.47017809,-13.03969124,-9.240308553,-6.376319333,18.820984
2162.5,1103,449.5,725.5,500,1158,2904,3462.5,3562,3721,285.4856,-14.59121264,-14.42581474,-7.854966918,-8.132020752,13.907074
2817,2265,851.5,1130.5,1378,1726,2626,3026.5,3109.5,3260,271.58414,-15.1016976,-15.7368144,-8.764357675,-10.26548077,20.417908
2782,2141,662,916,1033,1466,2540,2890,2914,3141,457.85968,-15.07090201,-16.61431892,-6.900887,-10.59181144,12.974823
1747,990,452,727,546,1096,2509,3033,3032,3142,-22.723541,-14.8665468,-14.44122863,-8.643129797,-7.785276694,13.653943
1825,1121,549,860,749,1258,2444,2804,2848,3059,-20.392271,-15.11754226,-15.05050509,-8.315815501,-8.60899065,9.5901909
1836,892,367,654,436,980,2940,3557,3527,3738,-18.110733,-15.31650584,-14.78153141,-8.764195084,-8.21091575,10.25819
2634.5,2107.5,750.5,1039,1143,1518.5,2276,2501.5,2629,2721.5,237.48409,-17.20009703,-15.47848639,-10.90011072,-8.584522391,4.0343475
2132.5,1384.5,612.5,944,784.5,1444,2618,3135,3110,3223.5,215.14447,-15.36058953,-15.23439181,-8.555154018,-9.328889398,17.123306
2407,1661,551,804,869,1227,2525,2905,3007,3127,463.96683,-16.98917516,-14.62542839,-9.718369938,-8.531024074,12.79525775
2238,1367,432,723,584,1124,2348,2673,2785,2905,485.94348,-14.74630834,-15.15155354,-8.324102946,-8.744410037,8.5408325
1703,898,472,767,626,1121,2264,2570,2623,2779,-23.908577,-16.94534681,-16.10475355,-9.597832865,-8.868754995,10.2330885
1553,826,503,822,693,1127,2326,2606,2725,2865,-20.511595,-16.2823807,-16.00786507,-9.330862732,-8.925297298,20.625774
1571,815,436,679,522,1071,2358,2779,2803,2908,-22.128658,-15.81463286,-15.31179082,-9.083742906,-8.630987385,15.562566
2073,1254,512,749,657,1192,1959,2222,2277,2543,-23.547464,-16.48516387,-17.02572394,-11.83079012,-11.57240484,9.427483
2286.75,1335.5,459.8,744.6,591.7142857,1169.857143,2538.5,2934,2979,3091,1919.8668,-16.88961721,-12.93405321,-10.5185373,-6.355881061,12.698486
1580,830,484,798,638,1147,2131,2424,2532,2656,-22.25543,-16.13720329,-15.29803988,-9.110709116,-8.219869019,13.113491
2033,1145.5,473,686,574,1072.5,2557,3119.5,3176.5,3299,420.30865,-16.34457825,-12.62883645,-10.28809968,-6.721481831,13.816376
1462,865,515,833,699,1149,2146,2411,2507,2665,-21.778809,-16.35259505,-15.3707712,-9.060881856,-8.019244463,5.9971657
1959,973,400.5,639,434.5,1005.5,2733.5,3278.5,3372.5,3483.5,431.6775,-16.17263213,-11.93081683,-10.19321471,-5.886454013,15.216064
1659,872,441,717,524,1122,2640,3169,3262,3305,-21.423502,-15.94177609,-15.17909038,-9.181698932,-8.813255894,4.565258
1564,845,498,781,657,1148,2391,2754,2795,2943,-21.789183,-16.92490246,-15.78648737,-9.891657802,-9.122330305,7.3570137
2004.5,1079,456.5,719,548,1118,2715,3318,3381.5,3578,-21.558638,-15.07809773,-14.61382332,-8.731142059,-7.253479489,11.3206165
1599,821,470,745,617,1099,2505,3018,3076,3088,-22.576975,-16.68364469,-15.31303295,-10.23132568,-9.101515488,5.5099659
2234.5,1365,518.5,780,710.5,1226,2602.5,3053.5,3133,3287,466.96384,-15.75853076,-13.90949629,-9.593199352,-7.751430307,16.150513
2394,1476,568,882.5,753,1380.5,2859.75,3346.333333,3408,3532,1798.3096,-12.40605686,-18.1393258,-5.560790682,-12.02232071,7.63586425
2660,1602.5,585.6666667,880.1666667,811.5,1389.333333,2769,3182,3264,3466,1737.6465,-13.89511152,-17.64351087,-6.737753046,-11.55560409,8.674072
1746,845,328,530,333,845,2322,2820,2913,3081,-22.07709,-14.45289564,-14.05859573,-8.777747089,-8.327138269,14.014807
2802,1764,670.8,944.75,991.5,1500,2517,2829,2899.5,3064.5,1679.2612,-15.57247595,-18.23815375,-8.650296562,-11.75123591,9.496582
2017.5,1032,465.5,738,537.5,1120.5,2448.5,2891.5,2933,3190,-25.842577,-17.27919938,-15.95474317,-11.08243141,-10.22720579,5.80599125
2116.5,1498,694,931,910.5,1339,2228.5,2569,2574.5,2709.5,-25.076418,-14.83980541,-13.59442289,-6.069751196,-7.14253294,5.118252
2760,1983,681,950,1099,1431,2496,2891,2971,3119,604.0249,-19.39857019,-14.41485967,-12.68616185,-7.26697088,6.8878784
1461,706,441,696,483,969,2434,2918,2905,3016,-25.301952,-15.91450326,-14.85033602,-9.814721256,-8.803792291,12.41831
3355.5,2683,1045,1398.5,1703.5,2014.5,2649.5,2947.5,3065.5,3177.5,207.0821,-18.19401348,-18.60795113,-10.38985955,-11.96564646,12.424438
2809,1671.5,476,743,660,1240,2918,3393,3445,3687,1605.5651,-14.81980352,-17.34899797,-8.454690445,-10.92196173,5.684204
2850,2134,752,1023,1207,1561,2616,2949,3079,3217,557.3738,-16.0926786,-15.58389371,-8.346414547,-9.790938348,4.203125
2684,1559.5,437,710,597.5,1153,2791,3258,3298.5,3575.5,1535.2279,-14.16044795,-17.01541798,-8.128864129,-10.93539806,5.9405518
2802.5,1717.5,449.5,676.5,640.5,1164,2411.5,2851,2980,3157.5,1498.0431,-15.21435074,-15.59522308,-9.496866111,-9.630287065,15.710388
2299,1468,470,769,673,1223,2491,2824,2971,3038,804.51855,-14.73891847,-15.24593521,-8.501580067,-9.128940641,5.4749146
2015,1108,396,653,483,1076,2691,3149,3255,3461,135.72614,-15.5945584,-13.15659766,-8.582107641,-6.696134725,11.451263
2589,1807,619,975,949,1510,2801,3151,3240,3364,572.44086,-17.02478546,-14.81924432,-9.486342279,-10.03775289,15.244812
2500.5,1489.5,433.5,680,611,1135,2771.5,3291,3375,3567.5,1242.4564,-15.7414329,-12.93605982,-9.553305226,-5.994336733,6.7854004
2413,1697,598,893,889,1370,2378,2673,2717,2870,473.8227,-17.78264663,-14.63777104,-11.56957714,-7.527002993,14.995361
2882,1734,571,880,815,1445,3195.5,3710.5,3730.5,3984.5,1474.719,-12.51313727,-17.45952654,-5.851568585,-10.13124177,6.7587278
2906.5,1842.5,606,932,956,1539.5,3016,3417,3458,3676.5,1499.0927,-13.58374885,-16.63016746,-7.276623948,-10.65270571,5.031494
3093,2409,930,1222,1504,1795,2681,3101,3209,3274,437.192,-18.5211703,-17.34636319,-10.57690786,-9.350856679,7.1345062
2571,1841,698,996,1033,1497,2490,2851,2948,3018,377.16174,-16.88406359,-15.493798,-9.885467291,-9.607577934,11.177795
2542.5,1367,397,607.5,492,1066.5,2892,3495,3522.5,3798.5,1600.5955,-15.81749684,-13.68430214,-9.692309714,-7.253778152,22.950562
1798,1203,533,812,704,1214,2238,2566,2604,2733,657.21924,-12.54868448,-16.6145374,-6.778007121,-11.26268437,15.342957
2339,1647,644,887,962,1377,2354,2667,2673,2871,406.70682,-15.56095693,-15.92200029,-7.921698775,-9.7535068,7.2010193
2572,1895,677,936,1099,1400,2356,2701,2789,2971,805.0369,-16.64571616,-16.32922207,-9.887665078,-10.67087431,6.1066284
2651.5,1917.5,568.5,835,910,1280.5,2147.5,2441,2470,2644.5,1528.5399,-18.59296012,-14.45635068,-12.40009304,-5.649291696,8.372681
3043,2246,832,1115,1398,1699,2472,2686,2797,2973,339.77988,-20.17491504,-15.51260753,-12.09110655,-9.824394007,9.73426825
1790,1091,417,644,524,967,1941,2257,2355,2419,666.0769,-16.62173254,-11.9314481,-10.98387665,-6.215126574,2.5803833
2514.75,1457,526.6,812.8571429,714.6,1267.1,2472.333333,2894.5,2955,3164.5,970.3067,-13.2250567,-17.9109278,-5.683873128,-11.89649146,8.56781
