B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
2156,1010,366,588,381,980,2924,3472,3639,3731,2278.1084,-14.14436794,-15.88679087,-8.058162589,-9.652959992,18.52058933
2261,1138,367,645,440,1116,3056,3571,3659,3819,2165.143,-13.30267021,-16.55767729,-6.89356332,-10.23637464,18.727417
1986.5,1286,411,681.5,590.5,1100,2167.5,2427.5,2521.5,2590,2402.3396,-17.95403042,-13.08176721,-11.89920085,-6.086431019,6.9143066
2215,1065,350,608,383,1048,2964,3537,3605,3769,2102.7168,-13.86530622,-16.37999659,-7.062003353,-9.807873423,20.013916
1855,876.5,390,628.5,354.5,912.5,2751,3349,3436.5,3575.5,254.8087,-14.57280884,-14.35617087,-8.257344736,-7.56688519,29.605621
1836.5,857,391.5,619,358,863,2594,3238,3312,3466.5,234.03366,-14.49246745,-14.76335818,-7.846678547,-8.045772147,22.365265
1916,890,392,608,345,858,2726,3173,3237,3387,300.71698,-14.33421773,-13.66619078,-8.173488073,-6.958730252,28.14215
1774.5,843,378.5,610,346,851.5,2513,3132,3209,3367,206.03206,-14.4220247,-14.82542059,-7.729828024,-7.904134842,21.3536225
1860,873.5,378,611,351,875.5,2715.5,3389,3470,3632.5,198.57397,-13.80938328,-14.57373222,-7.197420527,-7.744722566,20.537407
1865.5,881,380.5,624.5,352,879.5,2766.5,3448.5,3529,3690,200.98291,-12.89913022,-15.19395707,-6.309924093,-8.29708805,26.771637
1843,865,404,635,370,847,2609,3269,3334,3451,199.84525,-14.48216767,-14.27074144,-8.002358121,-7.438387783,21.600655
1891,1012,505,766,588,1046,2564,3027,3118,3210,181.36763,-16.07274513,-14.65775003,-9.430687087,-7.821654672,13.7906265
2065,1310,593,889,785,1281,2453,2847,2860,3117,161.6305,-16.08683936,-16.14135971,-9.255214664,-8.644977743,6.921219
1955,961,406,630,383,916,2734.5,3320,3398,3558.5,226.44324,-12.20705645,-16.22060665,-4.820289985,-9.543791578,21.913406
2090,1423,665,939,926,1355,2383,2769,2784,2885,146.2893,-15.89534139,-17.59673615,-9.112750061,-10.52697882,11.519531
2432,1377,565,936,840,1454,2930,3376,3448,3605,2357.627,-12.49784355,-16.21345028,-6.57891557,-10.77986137,9.691162
2131,1285,540,786,658,1091,2379,2825,2885,3060,140.00334,-13.91962675,-15.18935777,-7.231869272,-8.391155785,20.397949
2095,1532,700.5,938.5,900,1334.5,2293,2621,2711,2782.5,86.06438,-12.43038918,-13.88191612,-5.546406898,-6.644555549,14.874947
1934,958,407,661,415,934,2707,3388,3496,3604,134.25641,-13.63067814,-14.70952049,-7.203926593,-8.179847158,4.67695615
1852,909,366,602,353.5,915.5,2778,3317,3439.5,3531,200.26105,-15.35008138,-11.95085139,-8.804564141,-5.031078039,19.481583
1990,999.5,399.5,619.5,426.5,962,2656,3311.5,3442,3549.5,207.6275,-13.83708804,-15.84776601,-7.684706445,-9.128282206,24.537216
1877,906.5,363,598.5,355.5,897,2682,3237,3306,3451.5,239.42776,-15.49341526,-12.36033696,-9.285748767,-5.78212145,18.255829
2287,1624,740,1013,970,1470,2650,2994,2993,3261,123.22564,-14.70558375,-15.50506119,-7.541626799,-8.38513215,6.5164643
1856.5,1076,498,756,637.5,1129.5,2539,3081.5,3153.5,3251.5,195.59627,-15.605586,-14.88476046,-9.04005899,-7.980322899,5.80372615
1921.5,919.5,402.5,650.5,383,938,2781,3420,3496,3638,231.26355,-14.6804621,-14.11228334,-8.183574312,-7.486773675,21.246124
2011.5,1041,379,606.5,414,931,2631.5,3321.5,3422,3567,200.9396,-16.11158405,-13.03864677,-9.816654556,-5.697337216,24.078934
1993.5,992,437,673,427,981,2786,3404,3474.5,3614,194.92535,-15.04739238,-13.62728855,-8.706244922,-7.011677963,23.427597
1922.5,1018,394.5,635,475,994,2463,3102,3219.5,3310.5,193.20982,-15.72268717,-13.66432329,-9.443783474,-6.670011861,18.448608
2008.5,1022.5,438,682,434.5,976.5,2622,3248,3299.5,3450,196.02724,-14.18698783,-14.19702818,-8.18561418,-8.071003359,19.498566
2041,1047.5,450,706,460,1042,2715.5,3227,3289.5,3427.5,159.61745,-15.2907849,-14.03764954,-8.914108226,-7.873805542,14.77095
2348.5,1691,734.5,985.5,926,1406.5,2475,2884.5,2987.5,3079,72.37431,-14.33648853,-14.55055748,-5.513149911,-7.136211742,10.036491
1838,1112.5,681,964.5,944.5,1387,2582.5,2962,2953.5,3238,135.69125,-17.46898349,-17.31825985,-10.06390961,-9.752491563,19.020218
1988,1170,734,1005,1016,1387,2283,2550,2531,2759,103.049644,-17.23447061,-17.39043955,-8.686918101,-10.43450314,5.569458
2170.5,1274.5,527,851.5,740,1311.5,2689,3207.5,3258,3383,329.5381,-16.39854312,-12.81097117,-9.609748462,-6.262995555,19.120697
2281,1633,855,1122,1042,1523,2676,3138,3089,3338,88.793236,-15.16692707,-16.09435186,-6.990427018,-8.322510865,8.211876
2186,1426.5,593,858.5,760.5,1254,2565.5,3051.5,3145.5,3253.5,56.47365,-15.18880625,-15.23388875,-8.138319175,-5.03739858,6.1245995
2178,1483,662.5,952,860.5,1336.5,2328,2715.5,2795.5,2899.5,38.467148,-16.59572348,-16.40420135,-8.66558781,-9.200882464,7.306053
2022,1073,469,749,489,1057,2844,3221,3307,3417,56.636387,-13.8816544,-14.7458848,-7.528231522,-8.467499255,8.660896
2560.5,1849,792.5,1071.5,1028.5,1522.5,2519,2926.5,3006.5,3121.5,35.926693,-15.36504639,-15.59712853,-7.070035252,-7.943094119,7.0318336
2131,1483.5,687.5,980.5,922.5,1377.5,2478.5,2895,2964,3035,16.908863,-16.0807816,-16.38606706,-8.664252397,-7.818579163,10.454616
1905,865.5,362,561,346,880.5,2877,3589,3681.5,3902.5,281.21948,-13.67464951,-15.38925397,-7.230466221,-9.114655163,17.625214
2850,1337,380,879.5,385.5,1477,4304,4795.5,4838.5,5097.5,1465.0762,-10.62662395,-18.7031585,-3.119380529,-12.55303012,9.16394
2293,1182,487,705,529.5,1093.5,3000.5,3616,3745.5,3869,251.79152,-14.98362798,-16.03179872,-8.731459197,-9.640262728,8.77652
2038.5,1150.5,522.5,795,604.5,1155.5,2699,3200.5,3235.5,3446,27.73562,-14.61224261,-15.3107202,-8.00791728,-8.568469097,12.6518955
2643.5,1905.5,765,1122.5,1112.5,1697.5,3045.5,3393.5,3325,3566,1229.9023,-13.50008765,-14.29107452,0.938193908,-6.918158916,10.951538
1771.5,889.5,442,667.5,422.5,922.5,2640.5,3088,3211.5,3296,28.461794,-13.75782427,-14.3187368,-7.956005501,-8.055478187,24.025548
2638,1625.5,414,755,599,1259,2771.5,3247,3303.5,3520,1564.9341,-17.11749386,-11.43842426,-11.3501009,-4.361692217,7.6115723
2301.5,1390.5,558,815.5,692,1245.5,2699.5,3169,3281.5,3428,185.12659,-14.85350099,-16.52915548,-8.128158632,-10.18820029,12.476242
2164,970.5,324.5,532.5,324.5,900.5,3109.5,4039.5,4137,4330.5,566.0053,-12.48715804,-15.78750676,-6.228828651,-9.616148038,25.745605
1891,922.5,503,745.5,531.5,1074.5,2601,3106.5,3222.5,3334,15.104039,-13.67498868,-15.45393573,-6.724531555,-8.948312459,25.766865
1831,894.5,485,718,516,1065,2639.5,3172,3270,3406,16.79722,-13.59453193,-15.00834896,-7.066312554,-8.281870251,23.480854
2078,1553,838,1145.5,1146,1572.5,2327.5,2655,2684.5,2739.5,8.351828,-16.51888214,-16.66406761,-9.028390479,-9.172635607,8.951939
2532,1907,720.5,1014,1030,1511.5,2470,2793.5,2849.5,2975.5,96.403076,-15.85088436,-15.73218391,-7.929321668,-7.927200613,8.097328
1833.5,832,417.5,676,414,968.5,2785.5,3361.5,3509,3608,15.163783,-13.63672972,-14.30018153,-7.299825061,-7.923704079,20.732397
2206,1561,803,996,1005,1433,2385,2720,2660,2920,16.506239,-13.80037265,-14.33438088,-6.510635378,-6.92602944,8.262339
1737.5,780,404,655,385.5,941,2709,3228,3340,3522,12.81062,-13.67451886,-14.25231291,-7.477264138,-7.577738641,20.514723
2131,1256,639,872,736,1269,2559,2992,2943,3225,12.346051,-13.70037145,-15.49285642,-8.037846241,-8.536595682,7.380767
2203,1143.5,319.5,546.5,394,956,2340.5,2772.5,2936.5,3120,1670.9922,-14.34481397,-13.26433895,-8.243448063,-7.624086044,20.125
1869,890,409.5,656.5,397,984,2625.5,3126.5,3212,3465.5,6.752635,-13.60739502,-14.14689974,-7.627874135,-7.664753847,20.234887
1879.5,867.5,409,663,382.5,972,2756.5,3317,3403,3661,3.2093818,-13.27018232,-14.32103479,-7.159843233,-7.851061519,24.397375
1843,999,620,807,720,1217,2376,2748,2711,2984,9.787123,-15.64668591,-16.34425091,-9.001594137,-9.613887436,6.3888913
1848,837.5,407,647.5,376,943,2826.5,3461.5,3539,3792.5,1.701199,-13.70501345,-14.15856786,-7.633767979,-7.679124675,23.284435
2274,1458,585,901.5,798,1341.5,2447.5,2770,2853.5,2948,37.981842,-15.97733733,-16.09010019,-8.916982423,-9.435226454,5.52207185
1731.5,857.5,563.5,790,696.5,1114,2080,2353.5,2338.5,2614,-9.877909,-16.28622012,-16.65576643,-8.974424311,-9.36051875,14.166602
2126,1026,343,616,380,983,3034,3851,3918,4135,579.16113,-15.35279516,-13.98250498,-8.980336526,-7.228748326,21.123657
2454,1819.5,795.5,1079,1055,1538.5,2470,2838.5,2905,3001,12.501534,-14.52437171,-15.11728322,-7.068486962,-7.087056744,7.2994194
1907,885,351,590,331,896,2946,3638,3695,3885,319.66028,-17.0763549,-9.563723924,-10.41002128,-3.038444354,35.284668
1674,787,465,671,422,902,2625,3287,3354,3498,-6.5599217,-14.46420715,-14.40140145,-8.238971019,-8.00968437,20.343857
1798,861,485,687,478,996,2710,3269,3326,3498,-5.0665274,-14.60040938,-14.257766,-8.270695531,-7.815780898,23.218921
2312,1621.5,686.5,968,1133,1505.5,2308.5,2630,2653,2836.5,865.6529,-18.52872256,-14.99272613,-12.33289378,-6.247885691,6.930725
1837,979,527,749,576,1126,2628,3177,3240,3378,-7.0267453,-14.96726835,-14.55235564,-8.79162364,-7.903184245,23.046154
2069.5,1390,615.5,879,763,1273.5,2367,2710.5,2803,2891.5,7.575837,-15.08511271,-15.00113301,-6.451772716,-8.089277605,5.2701397
2118.5,1461.5,688,961.5,920.5,1416,2425,2747,2778,2877.5,4.061122,-15.45894307,-16.02585211,-8.142694744,-9.005325879,5.0047336
1770.5,884,608,817,638.5,1058.5,2218.5,2528.5,2520,2767,-17.547838,-15.67676794,-17.7030946,-8.279982429,-10.47508322,21.02616
1744,851.5,567.5,766,636.5,1037,2193,2500.5,2497,2768,-15.186294,-14.77464669,-16.45773646,-8.151921247,-9.768070885,18.16114933
1639.5,748,367,562,328.5,830,2383,2853.5,2892,3059,-14.274679,-13.86301877,-14.41580195,-7.901989621,-8.222940184,18.230354
2656.5,2062,849.5,1158.5,1240,1659.5,2512,2821.5,2885.5,3003.5,122.79472,-14.23643557,-15.77804047,-7.197105788,-8.353704856,10.035591
1895,849,340,540,303,824,2980,3781,3926,4054,254.66179,-14.93922461,-13.17229133,-8.552527479,-6.704917076,34.102295
1747,799.5,442.5,630,408.5,921,2701.5,3164,3246,3386,-6.9107575,-13.83091049,-13.95521933,-7.665211985,-7.470809241,27.003483
2620.5,1870.5,708.5,1007,1018.5,1496.5,2417.5,2728.5,2850.5,2950.5,25.659079,-16.19476701,-16.26214229,-8.872513213,-9.336087644,4.15168
2335,1264.5,488.5,778.5,565.5,1251,2928.5,3597,3662,3873,661.54755,-11.56949782,-16.92551691,-4.977263175,-9.752945287,19.472107
912.5,552,748,996.5,779,1162,1416,1598.5,1526.5,1529.5,-20.260813,-18.31964186,-19.13790159,-12.65357181,-13.65397057,14.655407
2312,1611,648.5,909,894,1364.5,2402,2742.5,2827.5,2931.5,23.180553,-15.58403187,-16.02963533,-7.86598955,-5.56583964,3.109744
2385,1320.5,409,680,486,1137.5,2691.5,3271,3362.5,3557,670.4101,-12.552725,-14.28835714,-5.54141839,-7.45560883,19.134155
2133,1056,434,661,431,1013,3148,3835,3905,4111,157.44446,-13.2006203,-13.26425185,-7.207618976,-6.546803221,49.70645
2650,1991,776,1079.5,1228.5,1624.5,2483,2803,2905,3023.5,246.1655,-16.68925106,-17.09930552,-8.925593231,-10.88074106,3.662735
2263,1473,595,826.5,761,1252,2328.5,2679.5,2783,2926.5,2.5370498,-16.27973114,-16.45497823,-9.384702703,-10.00977368,3.8386402
2274,1512,617,856.5,786,1276,2413,2767,2887.5,2990,12.93245,-15.57881284,-15.51977205,-7.335231539,-6.321552997,3.3687086
2494,1697,677,990,875,1461,2898,3302,3344,3505,50.605827,-15.31785461,-14.71983273,-8.695297101,-7.315027754,4.9840355
2222.5,1399,579,870,751.5,1330,2573,2994,3105,3224,-2.5183222,-16.03355588,-15.74288412,-8.540306007,-9.450666239,3.6337547
2028,1120,515,785,542,1202,2838,3299,3429,3485,41.927784,-15.85526284,-15.57362351,-9.050753356,-8.968366313,3.4296913
2244.5,1545,619.5,869,840,1318.5,2342,2741,2835.5,2950,6.3768983,-16.77926356,-16.61498688,-9.61070022,-9.324361676,2.7918108
1084,656,569,800,696,1060,1556,1771,1816,1840,-17.695488,-15.60271448,-15.83690958,-8.279875922,-8.834786264,8.626247
2240,1930,862,1048,1083,1367,1964,2209,2165,2361,-21.794888,-12.39386335,-12.51461055,-1.87787361,-3.554881315,6.274744
2090.5,1362,597,851,771.5,1270,2598,3028.5,3135,3233,-4.8855534,-15.37789627,-15.68655898,-7.648363911,-8.934458318,6.1046066
3754,3173,1370,1890,2281,2679,3018.5,3232.5,3235.5,3313,94.880035,-15.37523256,-15.59618875,-7.336793258,-8.139890644,16.88844
2211.5,1521,750.5,1062.5,980.5,1460,2418.5,2745,2793.5,2931.5,-7.25302,-17.14766988,-17.16134345,-9.40386399,-9.822658211,6.883094
1833.5,1394.5,704.5,901.5,988,1287,2175.5,2440,2457,2524.5,1965.7932,-13.91315017,-11.27290686,-6.207865974,-3.587650285,7.744507
2184,1491,669,937.5,857,1321,2479,2828,2883.5,2982.5,-8.086995,-16.18144976,-16.42124075,-8.68709342,-8.896398194,5.879318
2075,1319.5,617,898.5,829,1335.5,2502.5,2871,2939,3047.5,-8.639998,-16.23257999,-16.5156268,-8.656434678,-9.248827239,3.8859863
2170.5,1465,623,891.5,830,1299.5,2309,2705.5,2770,2884,-10.777827,-16.60586475,-16.5154906,-9.081142647,-9.424713047,5.5089474
2262,1951,954,1202,1461,1640,1910,2055,2135,2168,304.0889,-15.88783736,-16.289708,-8.276125038,-9.938315782,7.1661375
2200,1652,738,1002,1125,1444,2144,2412,2457,2576,309.6586,-16.1640551,-16.25715128,-9.72415023,-10.11595549,9.394226
2122,1498,687,932,1049,1395,2154,2431,2487,2628,318.31793,-15.62971413,-15.90442137,-9.970877036,-10.12225329,9.0445865
2371.5,1760.5,805,1115.5,1107,1634.5,2581.5,2920,2965.5,3047.5,31.522667,-16.61572188,-16.29711362,-8.852645145,-9.392043223,3.058216
2180,1583,772,1097,1110,1550,2334,2625,2683,2714.5,29.606842,-17.10485417,-16.69232813,-9.823324584,-9.612072207,2.5224857
2442,1433,586.5,905,740.5,1414,3029.5,3555,3555,3795.5,37.325542,-14.88840901,-15.06660628,-6.872182686,-5.498670219,6.1913167
2451.5,1732.5,732.5,995,956,1457.5,2583.5,2947,3004.5,3164,32.81258,-13.40610363,-13.83615273,-5.276412148,-3.155909741,6.00237085
1954,1180,473.5,685.5,584,1018.5,2185,2555.5,2595,2741.5,155.13698,-17.45993596,-8.667628429,-12.26753343,-2.983734385,10.803154
2519.5,1922.5,801.5,1051,1043.5,1510,2447.5,2756.5,2813,2987.5,28.211788,-12.92458766,-13.18277643,-4.171208689,-0.827936056,5.99671
2426.5,1573,658.5,969,966,1437.5,2650,3042.5,3115.5,3271.5,221.90555,-15.94813121,-14.50484151,-9.997885345,-8.318300817,6.8304443
2521,1577.5,638.5,926.5,784.5,1436,2839.5,3262,3292.5,3494.5,20.672098,-14.69477455,-14.5178307,-8.131850214,-7.458867583,11.241825
2278.5,1406,588.5,852,793,1305,2526.5,2925.5,2940.5,3136,155.30455,-16.15109887,-14.11960463,-10.3304839,-7.450126408,6.03302
2378,1582.5,667.5,979.5,907.5,1457.5,2605.5,3017,3037.5,3235,119.49149,-14.09272895,-14.61216602,-7.456116347,-7.776545794,13.599594
2468,1431,478,775.5,663,1257.5,2929.5,3529,3635,3780.5,370.7145,-15.38915203,-13.6551807,-9.310825877,-7.06577015,20.130249
2210,1437,691,988,882,1412,2640,3175,3201,3372,-12.223245,-16.13340193,-16.09666531,-9.638167398,-9.705678671,15.547374
2333,1299,478,738.5,556.5,1196.5,3186.5,3879,3989,4090.5,329.93652,-13.82915714,-14.12816222,-7.551163947,-7.342256788,9.683533
2407.5,1662,718.5,991,949,1431.5,2505,2866,2910,3066.5,-22.249653,-15.92115787,-15.96937752,-9.345867996,-8.580074707,6.17008
2247.5,1288,391,718,527,1265,3010,3478.5,3546,3742.5,1913.5228,-16.08213828,-13.4637698,-10.60339455,-7.932460473,5.3537597
2423,1336,532,831,607,1269,3142,3767,3870,4044,18.274902,-15.3487903,-15.28861995,-8.634911782,-7.904199546,3.9029922
1946.5,1210.5,770,952,931.5,1368.5,2369.5,2771.5,2878.5,3040,-6.3769236,-16.44437019,-16.9872546,-8.999332573,-9.287574769,3.8459034
2251,1530,648,939,870,1366,2711,3229,3304,3457,-10.903327,-16.45442635,-16.20028165,-9.966365535,-10.01113063,3.0532598
2288.5,1509,725.5,1067,1047,1584,2748.5,3219,3304,3411,228.92928,-15.14755736,-14.34648059,-8.021223014,-6.102256296,9.825623
2361,1314.5,483,799.5,603,1275.5,3090.5,3677,3739,3928.5,221.7216,-12.49651184,-16.177989,-5.998898546,-9.400104554,12.716873
2542,1867,766,1018,1083,1537,2464,2838,2869,3036,-14.85483,-16.95229497,-17.04299315,-10.51641851,-9.945305353,2.54860685
2724,2024,872,1183,1248,1697,2472,2789,2860,2978,-15.324175,-17.11543271,-16.84537102,-10.3501651,-9.924703032,3.0974941
2474,1840,791,1041,995,1474,2551,2943,3026,3111,0.15031356,-15.30274002,-15.81910911,-7.802989472,-8.156340498,9.81278
2229,1148,367,688.5,470,1178,3390,4095,4153,4355,2091.6802,-15.999408,-16.70768527,-10.20827701,-10.5636996,7.276367
2156.5,1129.5,354.5,657,419.5,1142,3253,3973,4039.5,4220.5,2004.8284,-13.14063281,-16.10362163,-5.911478543,-9.842894409,6.9658203
2517,1754,764,1112,1008,1569,2833,3227,3304,3380,-8.851723,-16.35205683,-16.19761979,-8.868753506,-9.065014795,4.6450615
2035.5,1315.5,652,962,897.5,1447.5,2660.5,3070.5,3129.5,3264,154.71591,-15.23407555,-14.19626466,-8.671506297,-6.147700236,23.415878
2032,1150.5,511,809,673,1263,2661.5,3085.5,3158.5,3295,-13.931221,-14.78528878,-15.54265293,-8.248396245,-9.076704104,3.3258634
2151,1242,546.5,843.5,707,1337,2715,3116,3203,3347,-16.040676,-14.82824206,-15.00914013,-7.686136118,-8.417252276,2.6550589
2186,1513,632,887,854,1337,2441,2903,2986,3075,-20.941877,-17.13895076,-17.19672874,-10.17820098,-10.33238104,4.9555893
2424,1726,762,1053,987,1435,2753,3291,3360,3472,-14.724376,-16.98417671,-16.85152481,-9.823604861,-9.448877604,6.3165703
2348.5,1560,964,1293.5,1258,1740,2863.5,3246.5,3254,3376.5,33.71795,-14.97709391,-15.00554491,-7.105210414,-5.876552141,8.667
2013,1370.5,793,1068,1009.5,1468.5,2275.5,2674,2710,2814,-22.901562,-16.3252764,-16.80656395,-9.409758607,-8.602275304,4.5349865
2310,1554,640.5,947,838,1329.5,2719,3301,3359.5,3487.5,-16.371178,-16.0200281,-16.477391,-9.214598843,-9.50755764,4.281967
2140,1370.5,688.5,956.5,821.5,1383.5,2719,3171.5,3219.5,3358.5,-22.624231,-15.51825349,-15.91198932,-8.624222173,-9.011716146,6.673481
2311.5,1404,552,879,708,1433.5,3032,3578,3653,3805,30.633003,-14.0762761,-14.22933607,-7.3906047,-5.996623182,8.361149
2360.5,1638,755.5,1022,908,1374.5,2792,3394.5,3419,3592.5,-17.323456,-15.56957033,-16.31415672,-8.414701876,-9.263617432,4.768177
2336,1396,545,852.5,674.5,1377,3114.5,3696,3734,3936.5,21.047062,-13.93394098,-14.24426498,-6.810458854,-6.075671071,11.226225
2496.5,1686,692,995,894,1449,2870,3355.5,3432.5,3554,-18.00863,-15.78238839,-16.13599517,-8.819458739,-9.289553386,3.8357735
2080,1141,483,792,620.5,1289.5,2837.5,3414,3568.5,3692,3.6183434,-14.96023373,-15.15549938,-8.640437739,-7.839101183,2.676559
1980,1283.5,617.5,882.5,784,1313.5,2431.5,2802.5,2899.5,2974.5,-8.445998,-14.36245591,-14.79765836,-5.978848092,-6.857891211,4.4694204
2247.5,1231,461,699.5,545,1093.5,2646,3186,3263,3384,499.08896,-15.69783141,-14.36850291,-9.503877803,-7.865265862,13.7325135
2700,1768,613,938.5,868,1456.5,2852,3310,3400.5,3579,968.49005,-16.19155796,-15.62930296,-9.707861185,-9.263612748,11.5043335
2320.5,1532.5,706,996,922,1498,2778,3225.5,3257,3405,-16.398436,-14.21305668,-13.76680182,-5.920303828,-5.319085371,9.57135
2175,1218,489.5,809.5,602,1331.5,2951.5,3492.5,3550,3737.5,-21.076609,-14.76915365,-15.07836517,-8.354272969,-7.966882801,4.2049427
2454,1527,571,859,821,1356,2785,3308,3354,3553,333.5097,-15.96044507,-14.35726985,-10.07743171,-7.430437808,11.782196
2469,1594,568,857,942,1389,2514,2987,3081,3204,292.38812,-16.92827784,-16.51868383,-10.54839306,-9.43067394,3.1569214
2139,1297,487,734,704,1206,2664,3231,3323,3468,293.90356,-16.074693,-14.95846651,-9.965020348,-7.855222218,5.757202
2515,1726,752,1001,976,1410,2279,2575,2618,2823,-24.698715,-16.85493735,-18.49203657,-10.81813689,-12.16888171,15.353777
3331.5,2697,1111.5,1459.5,1847,2145,2471.5,2690.5,2744,2867,215.48569,-17.93789146,-19.02772365,-10.03755379,-10.56776783,7.910431
1894.5,1406.5,578.5,785,846,1129,1791,2097.5,2095.5,2249.5,233.81668,-13.57231772,-17.09106657,-7.929579548,-11.15218805,16.400177
1970,920,352.5,559.5,357.5,855.5,2646.5,3212.5,3265.5,3414,262.67395,-13.46531388,-16.45123686,-6.906893078,-9.847047425,19.942871
1934,919.5,335,557.5,342.5,826,2502,2973.5,3008.5,3189,286.91812,-13.92356535,-15.86966473,-7.355593759,-9.239935432,17.43808
2022,1479,602.5,916,893.5,1325,2187.5,2516,2574,2654.5,62.087555,-16.82800272,-16.99694481,-9.321647189,-9.668605821,3.6768303
2737.5,2003,944.5,1309.5,1424.5,1917,2923,3331.5,3339.5,3463,85.568695,-16.61632451,-17.92417071,-8.848383269,-10.63797123,5.6802597
2129,1082,390.5,667,440,1116,2971.5,3651.5,3722.5,3920.5,122.645164,-15.09337011,-13.67267247,-8.644821278,-6.909291187,18.210205
2024.5,1019,356.5,574,368,933,2995,3845,3918.5,4143.5,396.87256,-13.44049889,-18.08305484,-7.000545111,-11.40791521,24.102905
1919.5,1007,422.5,665.5,465.5,1082.5,2906,3550.5,3599,3747.5,231.59923,-16.66568501,-13.3010531,-10.06474258,-6.177393901,10.370941
2165.5,1161,360,644.5,434.5,1064,3171,3976.5,4047,4253,598.6843,-14.5293561,-12.82842348,-8.109113687,-5.866534664,18.011353
2013,1007.5,384.5,670.5,401.5,1094,3018,3585.5,3610,3778,153.84125,-16.34290566,-12.66503451,-9.951010312,-5.764128403,18.119217
2013,1007.5,384.5,670.5,401.5,1094,3018,3585.5,3610,3778,153.84125,-16.34290566,-12.66503451,-9.951010312,-5.764128403,12.042236
2174,1194,421,720.5,497,1193,2847,3372.5,3384,3589.5,119.94953,-15.99694599,-14.61577662,-9.820560632,-6.974473366,8.288849
2097,1081.5,397.5,684.5,450.5,1165.5,3021.5,3506.5,3569.5,3730,117.30868,-15.462645,-13.36583664,-8.588463914,-6.628771207,7.9480705
2221.5,1200,498,773.5,583.5,1237.5,3074,3653.5,3703,3883,100.36434,-14.52713741,-15.15754477,-8.152729124,-6.520790226,8.2388382
2103,1143,445,706,530.5,1153.5,2849.5,3369.5,3432.5,3596.5,88.94096,-14.94197668,-13.65222892,-8.342738475,-6.791510694,7.85018175
1713,981,565,879.5,728.5,1283,2446.5,2877.5,2863,3065.5,57.95748,-15.02248192,-15.66668589,-8.255888307,-7.832247716,12.013489
2285.5,1227,455.5,709.5,513.5,1126.5,3087,3868.5,3941.5,4166,265.41656,-11.88740943,-15.90655801,-5.050981028,-9.240274712,14.485336
1753,1051,653,947,899,1308,2371,2729,2771,2955,54.70258,-15.77530831,-16.68204238,-8.425461012,-8.967021796,5.767086
2020,1243,682,974,856,1341,2504,2924,2934,3068,46.327168,-15.88775497,-16.28262945,-8.82858245,-8.983177792,3.99824145
1655,960,575,846,853,1290,2201,2523,2507,2625,78.42426,-15.57150178,-15.75473578,-9.407158773,-9.282602254,24.21167
2467,1841,802,1094,1092,1572,2585,2919,2936,3032,43.221375,-10.16900062,-14.71279256,-5.203487335,-6.262910046,12.403278
