B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
1866,873,393,624,355,854,2700,3394,3485,3615,204.3699,-12.70276979,-15.33902895,-6.023701237,-8.493780734,27.978867
1850,857,392,619,363,834,2609,3256,3338,3458,212.26508,-13.68441818,-15.18906092,-6.802010574,-8.43790625,26.336578
1851,850,399,632,371,836,2575,3237,3291,3412,213.24579,-15.05349935,-14.0641802,-8.448727057,-7.286126087,21.45253
1868,869,418,659,382,849,2596,3241,3292,3452,201.55399,-15.27321572,-13.55574975,-9.251181444,-6.927042361,21.74878
1970,928,431,678,392,893,2718,3362,3408,3546,194.82585,-14.75545581,-13.75747465,-8.153529092,-7.395922222,15.459549
2059,1016,479,719,454,957,2682,3296,3362,3538,179.59068,-15.25646077,-13.68031921,-9.242187348,-6.877712542,12.121704
2343,1642,799,1042,1002,1439,2477,2818,2806,3047,160.29457,-12.10294175,-14.70974177,-7.953486688,-7.597103338,6.921219
1890,885,394,603.5,363.5,861,2715.5,3320,3402,3567.5,217.1372,-11.90557156,-16.08283296,-4.879983427,-9.750702964,21.913406
2413,1716,719,951,929,1345,2217,2527,2539,2736,142.31488,-14.33714844,-15.9349086,-6.816326986,-9.339038907,11.519531
2537,1607,573,939,832,1467,2879,3278,3378,3525,2380.064,-14.73122346,-17.75971027,-7.822849002,-11.79116728,9.691162
2062,1337,541,758,640,1057,2217,2683,2740,2871,142.90123,-13.29263014,-15.7507325,-6.777655283,-8.958025417,23.9859
1842,920,392,636,369,826,2621,3100,3230,3343,141.28955,-12.96546701,-14.82807672,-7.003200489,-8.239976177,16.91832
2157.5,1557,697,921,897.5,1327.5,2390.5,2761,2850,2935.5,85.4382,-10.94569738,-13.09329897,-5.823318598,-6.79699122,14.874947
1940,960,420,651,406,902,2693,3245,3346,3518,139.45296,-14.007353,-14.50747876,-7.703783598,-7.891922224,20.289627
2080,1127,443,666,519,983,2538,3000,3102,3213,136.26678,-13.37215065,-15.85827402,-7.434240029,-9.77982741,5.1135406
2068,1217,568,840,720,1231,2318,2693,2719,2968,133.62622,-15.21860234,-16.59546915,-9.390078168,-10.10200736,4.2403717
1990,926.5,383.5,619.5,359,965.5,2989,3590.5,3720,3803.5,208.87405,-17.60348472,-10.99339788,-11.40978368,-3.856170584,19.481583
1718.5,987.5,548,808.5,713.5,1202.5,2370,2735,2799,2919,197.49173,-15.52997079,-16.21061971,-8.668660717,-9.193710896,24.537216
2323,1571,703,982,896,1469,2805,3171,3176,3458,123.277565,-14.08519189,-16.2859931,-7.012038452,-9.466756056,7.4349976
2356,1597.5,887,1155.5,1069.5,1544,2520,2858,2904,3039,194.06589,-15.12428995,-15.49691895,-8.747161267,-9.214485271,3.8424377
1874.5,899,359,605,346.5,938.5,2731,3286,3366.5,3515.5,266.77914,-15.91558977,-11.09537774,-9.707927623,-4.670059005,18.255829
2334,1647,747,1017,983,1420,2632,3024,2986,3244,122.6462,-14.25708928,-15.31056785,-7.126413619,-8.895347126,5.597931
2003,1082.5,557.5,821.5,727.5,1199,2560.5,3042,3138.5,3217,191.73077,-15.77063834,-15.07650511,-9.064274423,-8.219100845,7.7650146
1873.5,959,369.5,602.5,373.5,909.5,2557,3065,3161,3294.5,275.1593,-15.75397936,-13.0912693,-9.611277429,-6.466272516,21.246124
1956,935,341,566.5,360,896,2757,3483,3625.5,3726,193.23283,-15.6351293,-13.40947576,-9.228908641,-6.501476501,24.078934
1882,934,381.5,610,374,877.5,2539.5,3113.5,3178,3341,246.51122,-16.06525528,-12.38796936,-10.17677685,-5.997507004,23.427597
1982.5,1040.5,388,637,469.5,964.5,2567,3206.5,3301,3467,235.92053,-16.10208241,-13.10007534,-10.26014101,-6.283034007,18.448608
1987.5,999.5,421.5,663.5,420.5,942,2559.5,3168.5,3210,3347.5,210.23042,-15.49875533,-12.94783645,-9.430868632,-6.829144834,19.498566
2159.5,1201.5,479.5,721,526,1061.5,2477.5,3003.5,3069.5,3216.5,151.33646,-15.83244579,-13.91519639,-9.268403791,-7.7519919,14.77095
2358,1747.5,785,1040,986,1447.5,2513.5,2914,2996.5,3073,72.03311,-14.53403129,-12.72307343,0.028935419,-5.816679204,10.036491
2017,1015.5,434,677.5,437,978,2606,3186.5,3267.5,3427.5,150.42863,-15.33049145,-14.04257924,-9.293235457,-7.890417033,19.020218
2121,1516,686,967,949,1382,2378,2731,2713,2957,104.37734,-15.4703696,-16.2566815,-8.165947164,-9.451734223,5.569458
2157,1294,529,863,749,1337,2616.5,3106,3156.5,3265.5,310.8356,-16.25629789,-13.13821181,-9.799777858,-6.482555805,19.120697
2050,1167.5,488.5,754,574.5,1114.5,2676,3270.5,3356,3501.5,57.22968,-15.31584056,-15.68923217,-8.651814396,-7.271557778,6.1245995
2234,1454,828,1053,1065,1395,2634,2922,2930,3251,56.69245,-16.25707487,-16.57980118,-10.27001359,-10.31862558,6.9340324
2184,1421.5,589.5,854,769,1246,2363,2828.5,2937,3032,38.268036,-15.97284524,-16.36607206,-9.307800573,-9.530363687,7.306053
1965,973,467,714,429,1064,2979,3579,3656,3868,58.664085,-14.18507924,-14.89278865,-7.651908916,-8.129198821,8.660896
2344.5,1541.5,600,886,813,1301.5,2444,2819.5,2960,3038.5,36.754948,-15.97665425,-15.60637719,-9.033422369,-8.415684969,7.0318336
2882,2673.5,1127.5,1377.5,1728.5,2051.5,2613.5,2829.5,2874,2905.5,15.508062,-14.16873571,-15.88060378,-4.059662225,-5.995646127,10.454616
2032,926,391.5,611.5,390.5,951,3082,3788.5,3927.5,4058,287.73196,-14.1514715,-15.32846853,-7.894910521,-8.932588646,17.625214
2962.5,1376,394.5,930,399.5,1554,4220,4898.5,4942,5207.5,1429.3131,-9.208638766,-19.18780936,-2.38117098,-12.95323822,9.16394
2364,1364,533.5,806,688.5,1248,2815,3287.5,3410.5,3544.5,267.10657,-15.69251009,-16.49143114,-9.154338876,-9.678776595,8.77652
2415.5,1753,791,1130.5,1193.5,1684,2659.5,2955.5,2954,3111.5,1324.8883,-12.87992797,-15.15614944,-7.223471171,-7.691692299,14.890137
1938.5,1119,527,791.5,603,1125,2582.5,3054,3091,3259,27.785557,-14.61980606,-15.39508513,-8.019062157,-8.743069511,12.6518955
2643.5,1893.5,768.5,1103,1063,1630.5,2812.5,3182.5,3206,3415.5,1223.2865,-14.10689977,-13.69568816,-2.943200688,-6.428473456,10.951538
1835.5,937,459,694,460.5,969.5,2627.5,3026,3138,3237.5,29.48088,-14.05866759,-14.35186087,-7.882016191,-8.053180443,16.52471
1675.5,830.5,435,650,415.5,889.5,2516.5,2943,3060,3144,29.047483,-13.80441263,-14.39702254,-8.34113851,-8.405785186,31.526386
2044,1007.5,460.5,671,464.5,1022,2899,3545.5,3642.5,3760.5,208.46823,-13.58610737,-16.48767795,-7.272559429,-10.18917875,12.476242
2400.5,1281,325.5,658,393.5,1123.5,2807,3319.5,3373.5,3586,1614.7034,-16.69245058,-11.42733576,-11.34210443,-4.652276965,7.6115723
2016,912,364,621,369,1067,3121.5,3964.5,4041,4248,540.468,-13.04124205,-15.95841224,-6.503599506,-9.874007124,25.745605
1807.5,810.5,420,651,399,964,2789,3422,3486,3747.5,17.64818,-13.39374479,-14.38042408,-7.418803789,-7.913942349,25.766865
1794,815.5,421.5,659.5,403,968,2730.5,3315.5,3433,3642,17.714748,-13.04127767,-14.41369835,-7.198719862,-7.960114976,23.480854
2684,2130.5,908.5,1204.5,1328,1745,2554,2842.5,2851.5,2974.5,122.73716,-14.56529112,-14.16068665,-7.960276385,-3.434411215,8.097328
2252,1594,700.5,995,968,1429.5,2461,2898.5,2950,3029,9.896065,-16.4262624,-15.97588208,-9.625370081,-8.76475132,8.951939
1856.5,860,429.5,684,429,980.5,2744,3310.5,3420.5,3555.5,16.51107,-13.80589558,-13.9845449,-7.385333308,-7.732624079,20.732397
1799,816,409.5,657.5,395.5,963,2765.5,3301,3413,3596.5,13.619393,-13.14146132,-14.33182348,-7.006693002,-8.039739319,20.514723
2958.5,2222.5,820,1088,1122,1640.5,2499,2791,2877.5,3037.5,74.28199,-15.29861543,-15.31610547,-5.29291863,-7.526893389,13.971542
2376,1237.5,327.5,617,418.5,1052.5,2795.5,3343.5,3487,3657,1657.8713,-17.12712535,-10.93695271,-11.43040376,-5.207842919,20.125
2123,1347,674,905,786,1266,2416,2856,2910,3070,12.55599,-14.74861861,-15.51010347,-8.42295195,-9.29774269,7.380767
1893.5,899,413,685,397.5,1014.5,2700.5,3229,3308,3544.5,4.851247,-13.65121531,-14.1328781,-7.505991381,-7.417059001,17.20384
1831,852,409.5,667,389,983.5,2650.5,3204.5,3311,3524,3.4169667,-13.47110795,-14.32782334,-7.362121724,-7.950382813,23.265934
1831,1073,644,866,767,1253,2492,2952,2882,3141,11.13736,-16.37875197,-16.54544187,-9.544369412,-9.734805438,7.4210606
1873.5,842.5,407.5,664,376,968,2886,3499.5,3572.5,3795.5,2.3621721,-13.34662957,-14.61909425,-7.105473844,-7.823328157,24.397375
1861,1067,575,782,655,1146,2368,2807,2760,3033,10.682553,-15.47343725,-16.21680452,-9.396860732,-9.030492193,5.356722
1871,853,409.5,647,374.5,946.5,2816.5,3426,3516,3782,1.8332566,-13.80329222,-14.23396896,-7.363133928,-7.97579603,23.284435
1702,1027,625,830,721,1198,2248,2615,2591,2780,9.3137455,-15.38383158,-16.27902601,-8.928791741,-9.277156796,4.9953027
2282.5,1500,598,892.5,820.5,1347,2410,2731.5,2818,2917,38.697956,-15.81201397,-16.16922703,-9.166756702,-9.446033063,4.7133007
2173.5,1380.5,565.5,893.5,743.5,1334,2505.5,2832.5,2955,3037.5,38.199787,-15.67690478,-15.74015844,-8.890409587,-9.295827818,6.330843
1712,861.5,539.5,783.5,641.5,1101.5,2132.5,2433.5,2485.5,2644,-10.2738085,-16.03071968,-15.98244345,-9.2678212,-9.358944907,14.166602
2119,1056,332,646,367,1080,2940,3643,3723,3935,553.6902,-13.56189187,-15.04411277,-6.765818266,-8.527755724,21.123657
2616,2137,902.5,1140,1219.5,1601.5,2421.5,2746.5,2807.5,2919,12.423001,-12.7945396,-13.01641111,-5.738699082,-6.398942662,7.2994194
2784.5,2230,888.5,1179.5,1231,1665,2496.5,2834.5,2918,2999,192.50983,-13.95161017,-14.75354555,-7.110062409,-7.129661555,10.073212
1651,846,694,911,820,1224,1993,2317,2280,2481,-12.435451,-17.63523518,-15.72429123,-10.21246178,-8.850099262,20.343857
1961,975,394,631,406,943,2855,3525,3556,3766,294.09085,-17.10878492,-13.71059691,-11.07671741,-6.74278787,35.284668
1720,867,708,925,777,1230,2465,2840,2819,3083,-13.441618,-18.98334214,-18.57874056,-10.58140211,-10.00360365,22.827944
1900,897,458,676,423,1026,2856,3536,3603,3743,-2.290421,-14.71188307,-14.12567361,-8.043864521,-7.30892877,23.609898
1848,900,466,707,450,1033,2761,3447,3512,3638,-7.0895896,-14.49678261,-14.57608565,-8.258708886,-7.92076261,23.046154
2146,1332,506.5,780.5,841.5,1291.5,2400,2793.5,2824.5,3040.5,819.40216,-17.98734068,-15.04803126,-11.43517827,-8.255715583,6.930725
2030,1184.5,537.5,802.5,649.5,1236.5,2441.5,2817,2915,3013,7.590246,-15.54524479,-15.81452355,-8.573064807,-9.056802978,5.2701397
2026.5,1300.5,602.5,888.5,779,1273.5,2391,2771,2843,2949,5.1320505,-15.99822099,-16.28786429,-8.744854134,-9.39284839,5.0047336
1738,833,412,617.5,398,916,2379.5,2810.5,2887,2965,-16.096737,-13.82594577,-14.46288327,-7.496860451,-8.50838829,21.02616
1741.5,836,478,697,486.5,1015.5,2295,2643,2734.5,2899.5,-15.066886,-13.8192204,-15.56775142,-7.11103624,-9.299257555,20.618013
1596.5,743,367,560,318.5,840.5,2323,2751,2786,2942,-15.468857,-13.67854169,-14.61967575,-7.78095812,-8.437976438,18.230354
1717,826,493,716,510,1006.5,2185.5,2529,2513.5,2804.5,-14.49352,-14.26153843,-16.00836779,-8.881682173,-9.104707414,17.053606
1908,888,355,564,326,864,2949,3658,3787,3925,266.41003,-14.44882549,-14.81612363,-8.058684686,-8.223691027,34.102295
1737,799,437.5,662,413.5,941.5,2653.5,3183,3278,3468,-8.157521,-14.10376587,-14.11632381,-7.672692506,-7.286646737,27.003483
2637.5,1937,721.5,998.5,1037.5,1494.5,2403,2718.5,2815,2944,25.905005,-16.52797946,-15.93907136,-8.974874643,-8.435630809,4.15168
2284.5,1175,407,709,438.5,1165.5,3054,3817,3895.5,4121.5,640.20013,-13.6584722,-14.18030815,-6.780412574,-7.242299549,19.472107
1246,684.5,617.5,829,622.5,1028.5,1749,2011.5,1945,2043.5,-19.989223,-15.01378668,-16.04870773,-9.471008652,-9.961380194,14.655407
2498.5,1425,411.5,684,505.5,1123.5,2598,3138.5,3246.5,3440,667.3283,-13.6569529,-13.09246064,-7.18068694,-5.720759119,19.134155
2392.5,1609,621.5,927.5,845.5,1393,2496,2865.5,2967,3107.5,21.187252,-16.25023046,-16.75126106,-9.875703393,-9.928030264,3.109744
2084,1008,384,600,364,952,3183,3899,3969,4151,144.49269,-19.09251643,-11.49098219,-12.73875965,-4.720347225,49.70645
2343.5,1627.5,751,1113.5,1064,1571.5,2575,2962.5,2992,3104,104.26383,-15.743538,-16.72806824,-8.485851907,-10.12722572,15.563942
2548,1898,765.5,1094,1183.5,1621.5,2650,3025,3098.5,3196,245.04369,-15.92804139,-18.01456651,-7.525600801,-11.46202705,3.662735
2240,1468.5,633.5,903,835,1339.5,2500.5,2911.5,2978,3143.5,2.2036738,-16.14222817,-16.18572544,-9.143457796,-9.341963769,3.8386402
2417.5,1696,670.5,943.5,940.5,1406,2423.5,2823.5,2924.5,3034,11.677109,-16.58674669,-16.34752575,-9.102483958,-9.401365127,3.3687086
2435,1549,653,967,845,1409,2926,3345,3386,3562,49.187305,-16.17134377,-15.5264009,-9.84704305,-9.446202726,4.9840355
2075,1297,568,846,709.5,1249.5,2493.5,2888,3006,3127,-2.26989,-15.87981538,-15.74348581,-7.527309349,-9.398042569,3.6337547
2091,1444,729,1057,951,1469,2621,2982,3024,3128,42.913204,-15.20742946,-15.28216162,-8.708494299,-7.487080142,3.4296913
2200,1517.5,610.5,830,818,1258,2254.5,2613,2700.5,2812,6.4474297,-17.03332078,-17.28304386,-10.52996007,-10.22518361,2.7918108
1625,948,513,788,625,1131,2415,2805,2896,2998,-18.440905,-15.0207646,-14.96642528,-8.65081346,-8.790503277,8.626247
2523.5,1466,504,860,699,1392,3563.5,4065.5,4260,4294.5,2241.3481,-18.79633018,-14.35232709,-12.60297833,-7.631988209,8.09375
2047.5,1264,524.5,805.5,647.5,1186.5,2679,3238.5,3356,3485.5,-5.5422125,-15.91787326,-16.10136755,-9.08594889,-9.655590807,6.1046066
2244,1399,639,963,859,1311.5,2473,2984.5,3040,3168.5,76.27595,-16.16482727,-15.73914113,-9.799854402,-9.192730259,16.88844
2095.5,1417,636,903.5,819.5,1305.5,2386,2779.5,2845.5,2951,-7.3644557,-16.1247426,-16.13822075,-9.001117727,-9.260216658,6.883094
2113,1377.5,624,865.5,777.5,1250.5,2475.5,2896,2984,3105,-7.714322,-15.77434486,-16.01859539,-8.844378469,-8.879570164,5.879318
1814.5,1500,809.5,999,1103.5,1308,1845,2001.5,2024.5,2064,1974.7698,-13.10860461,-10.95262276,-4.770481212,-5.253726077,7.744507
2212,1523,700.5,946.5,901.5,1359.5,2413,2760.5,2833,2949,-8.160258,-16.09759794,-15.03401572,-7.605305112,-5.789788078,3.8859863
2034.5,1373,657,939,849,1318,2208,2520,2567.5,2709,-11.087273,-17.15188552,-16.5504596,-9.27502522,-9.815061467,5.5089474
2324,1616,730,990,1088,1429,2155,2422,2516,2631,292.37604,-16.14743825,-17.53012818,-10.00541969,-11.19477131,5.6816406
2118,1648,803,1040,1224,1458,1980,2192,2262,2336,302.28067,-17.48714797,-16.78138091,-11.13114191,-10.9734361,7.201721
2292,1698,743,980,1152,1443,2056,2282,2346,2483,305.7568,-16.90994091,-16.79439105,-10.87276263,-10.63229432,7.130554
1957,1318,570,802,845,1219,1998,2275,2379,2478,309.19382,-15.77866549,-15.83009949,-10.31219285,-10.08380309,10.279205
1834,1196,542,757,785,1119,2058,2429,2489,2610,312.01016,-15.76221798,-15.4972329,-10.52216784,-10.0931175,8.509247
2153,1436,636,889,976,1378,2254,2564,2635,2798,318.73193,-16.37373197,-16.2618634,-10.81181028,-10.76068159,8.203705
1956,1328,608,841,907,1243,2044,2354,2382,2535,321.38885,-15.74802064,-15.80657224,-9.904460698,-9.955828712,9.885468
2429,1829,805.5,1102.5,1139.5,1630.5,2556.5,2899,2981.5,3049,31.014801,-16.80479369,-15.99874613,-8.772588952,-9.026548897,3.058216
2266.5,1684.5,815,1118,1096,1566,2492,2835.5,2898.5,2962,30.234377,-16.83680426,-16.41150404,-9.477573209,-9.301131286,2.5224857
2359.5,1297,491.5,804,567.5,1307,3162.5,3748,3739.5,4017.5,38.940582,-14.17942138,-15.31712897,-6.177754593,-8.318109843,6.9944954
2373.5,1585,700.5,982,899,1415,2664.5,3110,3117.5,3342,34.519394,-14.46283646,-15.38015768,-7.471832567,-7.990825261,5.388138
2363.5,1518.5,590.5,885,805.5,1357.5,2500.5,2846.5,2915,3054,108.35807,-18.4788828,-10.11302304,-13.18222205,-2.817496946,10.803154
2331.5,1521.5,640,904.5,784,1354,2708,3193.5,3210,3400.5,32.196445,-14.07785632,-14.55027028,-7.210545883,-7.781977076,5.0108147
2395,1790,784,1025.5,1014.5,1451.5,2381,2697,2737,2901.5,30.440714,-12.61779708,-11.81277434,-4.49613921,-6.876185473,6.993927
2399,1699,680.5,946,846.5,1431,2664.5,3016,3077,3248.5,28.25482,-13.91738474,-14.81254385,-6.211797584,-6.38996397,5.99671
2523.5,1578.5,604,873.5,837.5,1308.5,2477.5,2847,2948,3080.5,210.90457,-16.89640926,-14.39533965,-10.99432597,-8.347970343,6.8304443
2411.5,1724.5,725,1025,974.5,1515.5,2763,3137.5,3143.5,3342.5,24.369722,-13.95938204,-13.78733737,-4.088975241,-4.588155357,11.241825
2508.5,1770.5,779.5,1047,1125.5,1567,2417,2701,2739,2871.5,176.7358,-17.3004554,-15.02770308,-11.30543736,-7.942085542,7.476715
2285,1403.5,586,870.5,777,1325,2504.5,2920.5,2907.5,3116.5,157.11656,-15.96974677,-15.95393027,-10.34675838,-9.398595353,4.589325
1963,1235,665,914,829,1289,2351,2666,2676,2787,-14.891503,-17.4313304,-17.24303101,-9.156155768,-10.15299229,3.6722832
2348.5,1560.5,665,996,919,1472.5,2708,3123,3178,3323.5,123.62218,-14.98280044,-15.87864792,-8.699946397,-9.326977873,13.599594
2498,1478.5,490,792,696,1281.5,2900.5,3459,3555,3711,376.84726,-15.70674577,-13.30227025,-9.713228577,-6.842321771,20.130249
2242,1425,713,1060,959,1483,2815,3286,3371,3460,-13.001641,-15.78289707,-16.05405836,-9.054687726,-9.632542868,15.547374
2238,1586,565,852,825,1308,2423,2765,2790,2964,1194.2937,-15.71611298,-16.93187067,-8.911565121,-10.18735236,4.6453857
2566,1776.5,673,978,979.5,1542.5,2770.5,3153,3255.5,3368.5,316.04095,-13.28018334,-13.74587183,-6.811524765,-7.771296951,9.683533
2311,1527,455,743,713.5,1245,2518.5,2878.5,2980,3123.5,2074.8765,-15.97711883,-15.55862485,-10.94712915,-9.677980185,4.3168945
2654.5,1997.5,845,1128,1212.5,1609,2437,2767.5,2870.5,2969,-22.597315,-16.29275259,-16.03995133,-8.342244373,-8.537752309,6.17008
2485,1445,617,940,752,1399,3224,3827,3884,4057,20.995417,-14.93049255,-15.08634612,-8.290483135,-7.665454786,3.9029922
1855.5,1067,553,794,668.5,1184,2294,2626.5,2642.5,2781,-4.855136,-15.55407769,-15.86412107,-8.678022557,-8.957526329,3.8459034
2239,1241.5,374.5,714.5,497,1267,3034,3497,3561.5,3772.5,1910.8766,-15.76018787,-13.88462631,-10.33209051,-8.542695596,5.6153564
2356,1623,637,934,824,1367,2637,3174,3255,3421,-10.43878,-16.76888944,-16.05547777,-10.05723714,-9.937358987,3.0532598
2542.5,1420,459.5,781,591.5,1270,3171.5,3851,3943.5,4116.5,227.98866,-13.09819081,-16.55811937,-6.533561366,-9.691061921,12.716873
1998.5,1270,694,1022.5,941,1464.5,2640.5,3050.5,3056.5,3190,221.27425,-15.32703075,-14.71800914,-8.615023403,-7.372725265,9.825623
2219,1570,648,926,865,1381,2619,3064,3135,3271,-14.226891,-16.15503232,-15.71630445,-9.713030761,-8.930407581,2.4716873
2455,1738,700,994,930,1497,2657,2992,3135,3227,-14.387027,-15.78201553,-16.12506385,-9.854874888,-9.455807598,2.6255264
2408,1761,709,949,961,1419,2432,2827,2908,3027,-14.675571,-16.53301441,-16.75950988,-10.07390324,-9.758244687,3.0974941
2242,1054,345,687,366,1208.5,3723.5,4580,4736,4832.5,2015.3057,-14.49012882,-16.45125815,-8.10978243,-10.10872162,6.9658203
2538,1856,796,1148,1014,1635,2618,2855,2918,3015,-7.901688,-16.26365417,-16.60819604,-9.164081583,-9.291449341,4.6450615
2453,1703,764,1052,937,1480,2641,3048,3129,3194,-10.466062,-15.93958947,-15.59539091,-8.592960649,-8.013057809,4.725786
1907,1008,455.5,711,561,1126.5,2877.5,3528.5,3671,3733,141.96497,-14.85202473,-14.71141637,-8.72536883,-8.0792728,23.415878
1526,853.5,549,835.5,653.5,1203.5,2282.5,2663,2652,2762,-13.715377,-15.99134933,-16.50674935,-9.607235504,-9.361811585,3.3258634
2113.5,1163.5,507.5,801,634.5,1289,2732,3225,3320,3505.5,-17.23551,-15.2163577,-15.0304536,-8.652515793,-8.715934315,2.6550589
2151,1495,641,872,798,1224,2405,2905,2994,3110,-20.80172,-16.88086622,-16.9602145,-10.06992685,-10.43774976,4.9555893
2080.5,1325,565.5,881.5,657,1271.5,2884.5,3347,3527.5,3481,-13.829502,-15.8454216,-15.32317678,-8.855788209,-7.395994251,6.3165703
2979.5,2107,903.5,1216,1401,1863,2425.5,2787,2928,3047,-15.863786,-18.66166855,-17.86168687,-11.63217546,-10.42730086,2.8148232
2312.5,1406.5,678.5,1013.5,919.5,1493,3018,3498.5,3551.5,3684.5,35.895725,-15.12126227,-14.76693818,-5.836887433,-5.921924436,8.667
