B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Elevation,VH_Asc,VH_Desc,VV_Asc,VV_Desc,h_canopy
2527,1537.5,561,912,777,1451.5,2930.5,3372.5,3469.5,3620.5,699.60406,-16.42675514,-11.06312137,-9.315619436,-3.908165583,13.205872
1558,911,584,880,824,1296,2291,2628,2606,2734,46.07044,-15.93985031,-15.88933502,-8.861385153,-8.950882973,12.319923
1919,948,347.5,570,336,938,3073.5,3820.5,3902.5,4080.5,165.98717,-13.98312213,-13.7487512,-7.457158863,-6.967695967,16.165771
2436,1609,602.5,908.5,857.5,1390,2438,2814,2882,3016,638.0966,-13.28765018,-15.68026254,-5.756709766,-9.216719511,13.0982665
2089,1112,504,760,559,1175,2792,3416,3438,3685,100.49398,-15.39756776,-13.41069662,-9.077202639,-6.262396085,2.7689514
2024.5,1122,510.5,772.5,600,1216,2597.5,3202,3219,3424,86.15039,-14.81686929,-14.20091116,-8.406979211,-7.293049758,10.616539
2242,1371,492.5,773,643.5,1194.5,2447,2872,2929.5,3066.5,676.19556,-13.31187262,-14.97773928,-6.380551815,-8.792715004,11.908737
1438,814,626,903,833,1306,2209,2493,2538,2695,42.47628,-15.84676266,-15.93880905,-8.734007906,-8.583336787,11.401649
1822.5,1140,572.5,877.5,802.5,1261.5,2369.5,2733.5,2782.5,2860.5,41.499516,-15.58162862,-15.47917818,-8.870767711,-7.91133023,12.436207
1626.5,915,439,688,557,1029.5,2128.5,2546.5,2553,2705.5,45.207493,-15.61407457,-15.16299233,-9.066010093,-8.613690424,4.3629646
2151,1073,396,659,398,1080,2987,3647,3683,3922,120.427605,-14.68397623,-13.35345451,-8.139363687,-6.597028666,32.590996
2013,1249,621,914,770,1270.5,2333,2676.5,2735.5,2833.5,41.627182,-15.59159209,-14.42961977,-8.439859849,-8.715405985,4.1977043
1686,1003,569,868,932,1288,2281,2656,2622,2663,34.030064,-15.43274321,-15.78669869,-8.492219667,-8.467603578,14.759285
2097,1046,347,674,383,1112,3002,3651,3750,3902,589.6033,-15.10521652,-14.00291655,-8.871888601,-7.701816981,21.864594
1772,1078,586,890,762,1287,2321,2633,2638,2792,39.3753,-15.87285698,-15.63794713,-8.340408166,-8.2387631,13.907879
2275,1377,551,877,785,1380,2742,3215,3269,3432,361.6351,-14.72593293,-16.03986044,-7.332546236,-10.05240588,16.6934055
2399,1248,555,846,555,1311.5,3271,3854,3869,4152,31.644674,-14.60643496,-14.06898036,-8.220352887,-7.434762175,12.80888
2071,1080,443.5,677.5,467.5,1132.5,2931,3540.5,3645,3792,97.26279,-13.93305116,-14.97157517,-7.795074439,-8.315817422,17.590424
1479,952,522,754,664,1083,1864,2115,2069,2230,35.591625,-17.32822525,-15.74039015,-9.402617646,-9.429384469,2.5019836
2303.5,1185.5,462.5,720.5,457,1228,3492.5,4145.5,4132,4446,173.54478,-15.18692621,-12.64233701,-9.116760163,-6.13091398,12.004486
2107.5,1196.5,502.5,765.5,566,1249,3012.5,3592.5,3668,3841,92.39986,-13.90591802,-15.22221502,-6.747233736,-8.86731023,15.5646385
2028,1336,590,897,814,1348,2553,2975,3054,3174,-23.735277,-14.24745538,-14.6169066,-8.071490516,-7.869966137,17.979195
2150,1635,825,1079,1071,1427,2116,2370,2411,2507,38.634064,-14.58745295,-15.01423951,-4.39398796,-5.795401281,9.824406
2022,1466,760,1043,1021,1438,2314,2599,2616,2672,27.330574,-13.9385975,-14.67771911,-5.669352403,-7.238215232,13.388283
1739,1000,614,862,743,1220,2418,2817,2875,3041,-24.529348,-15.29052632,-15.85328875,-8.440302836,-8.926445168,10.553019
1426,925,527,800,704,1109,1804,2036,2023,2110,34.458267,-16.02185294,-16.44134864,-9.463667884,-9.048145255,7.5862045
2134,1171,373,635.5,446,968,2566,3138,3295,3421.5,454.44165,-13.00263564,-13.64376657,-6.121732236,-6.728137044,25.231964
1536,918,515,798,747,1222,2151,2504,2514,2547,24.159811,-15.67773682,-15.64384776,-8.853148523,-8.962261143,9.272316
2500,1658.5,595.5,891.5,893,1369,2541.5,2937.5,3017,3172,632.2013,-9.990926335,-15.7478592,-2.45122811,-7.969539853,5.8235474
1919,1466,757,1004,972,1313,1971,2235,2197,2327,24.04672,-14.57452476,-13.314002,-7.440298229,-6.984605209,3.1990395
1562,965,556,825,787,1242,2239,2629,2603,2650,22.295883,-15.03277444,-15.22880655,-7.718816103,-7.945171763,11.164852
2255,1416.5,640,862,764,1314.5,2888,3366.5,3434,3588,45.1663,-13.23385999,-13.0754997,-7.118487047,-5.643499962,13.928097
1605,976,599,898,906,1373,2167,2439,2524,2611,20.343426,-15.89151575,-15.82467463,-8.103627819,-7.373218411,11.920671
2093,1279.5,549.5,815,681.5,1235.5,2770,3237.5,3301.5,3449.5,-6.029457,-13.44012834,-14.52542763,-7.76795672,-7.012278802,11.583565
2152.5,1213,522,793,621,1189.5,2810.5,3407,3439.5,3634.5,327.85004,-10.86344418,-16.00514508,-3.268443146,-9.828275797,13.2405165
2343,1404,558.5,823.5,781,1287,2912.5,3432,3529,3684,333.48703,-12.60456365,-15.80534683,-5.43295221,-9.409522898,15.360359
2647,1670.5,619.5,1002,931,1510,3072,3545,3601.5,3759.5,687.67535,-13.61046379,-14.94164492,-6.376213852,-7.677790996,9.983582
1667,965,585,904,786,1284,2353,2695,2764,2849,17.342093,-15.55365738,-15.47425605,-8.460075564,-7.886653781,7.471075
2012,1075,423,713.5,503.5,1093.5,2732.5,3211,3313.5,3427.5,313.58893,-17.21637955,-12.49202629,-10.40182851,-5.539785775,27.265244
2241,1153.5,448,711.5,496.5,1135,2814,3402,3479,3655.5,448.45074,-11.24160145,-14.35313133,-4.084239527,-8.065588798,16.23996
2552,1845.5,699.5,1025.5,1129.5,1531.5,2764.5,3072,3141.5,3237,792.1459,-15.35543728,-14.95742997,-7.218367118,-7.561896009,10.454041
2243,1354,501.5,806.5,738,1260.5,2773.5,3362.5,3434,3592,611.00287,-16.40334866,-13.54628652,-9.91956232,-7.010845996,14.6415405
2774.5,1910,717.5,1038.5,1126,1597,2773,3242,3325,3497,678.7097,-15.5390254,-13.89941256,-8.603650031,-6.853489892,22.016235
2166.5,1035,374.5,621,372,1035.5,3093.5,3891,4000,4185.5,469.34628,-13.18149303,-13.37385297,-6.458141393,-6.634334392,32.38748
2273,1169,417.5,671.5,498.5,1085.5,2845,3450.5,3525,3672,569.5622,-12.33289212,-15.14303256,-5.162964741,-8.628474776,16.812195
1799,1106,576,862,770,1276,2371,2762,2774,2888,16.173548,-14.09214075,-14.75070852,-6.639864733,-7.30331345,7.9511975
1485,803,533,852,774,1249,2213,2534,2601,2761,12.164789,-16.50872471,-15.8351678,-10.11618646,-9.478989716,7.5964127
2798,2075,829,1193.5,1403,1823.5,2856,3319.5,3350.5,3476,522.8499,-12.48567799,-17.43504743,-3.612548406,-11.12239516,12.577423
2692.5,1859,736.5,1054,1106,1579.5,2825.5,3292,3375.5,3498.5,603.7814,-12.61145943,-16.39304308,-4.568717943,-9.477291149,9.70498675
2717.5,1964.5,738,1041.5,1149.5,1551.5,2683,3102.5,3179,3297,485.7535,-15.5043316,-16.08298558,-7.936910144,-10.06098589,20.012756
2165,1099,432,695.5,473,1115,3000.5,3704.5,3728.5,3967,377.3148,-14.92339036,-13.80143252,-8.768910234,-7.332892215,18.920853
2465,1728,654.5,930.5,1056.5,1450,2627,2970.5,3071,3207,403.00424,-13.96952077,-15.62625955,-5.866152509,-8.961901555,27.422668
3002.5,2242,759.5,1085,1335.5,1685.5,2584,2907,3009,3177,497.4248,-15.54184234,-18.21029484,-5.70988584,-11.49764794,20.82138
2452,1365,509,766,646.5,1174,2987,3581.5,3682.5,3818.5,763.5832,-11.31444803,-16.97877253,-3.465849216,-10.96355302,9.696594
2092,1542,712,958,942,1340,2392,2696,2682,2813,2.9603972,-9.527360769,-11.16486458,-2.492703058,-3.687359164,13.017915
1684.5,1025.5,549,807.5,741,1233,2403.5,2789,2819.5,2925,-12.465618,-15.57907938,-15.60858701,-7.812275171,-7.265960156,14.249699
3008.5,2202,888.5,1178.5,1239,1689.5,2538,2898.5,2975.5,3131.5,341.6186,-14.80438127,-14.99342742,-6.320604085,-8.237623761,14.223328
2674.833333,1754.833333,616.3333333,909.3333333,870,1417.666667,2660,3064.5,3182,3300.333333,593.0019,-10.91729783,-17.66145976,-0.429727929,-10.94709952,18.35906983
2197.5,1172.5,426.5,680.5,481.5,1084.5,2934,3557.5,3630,3775,696.40314,-10.94849979,-15.33572239,-2.870538296,-8.866660575,16.831787
2730.5,2181.5,784.5,1042,1326,1638.5,2382,2691.5,2735.5,2891,658.85803,-15.07779816,-16.47677042,-8.115626289,-10.04454504,18.654114
2683.5,1996,832,1132.5,1327.5,1704.5,2610,2876,2930.5,3087.5,323.7102,-15.4104023,-15.89049894,-8.769771019,-10.25096109,7.3046875
3347,2739.5,1084.5,1463.5,1820.5,2178,2793,3094.5,3156,3298,256.99332,-17.97224039,-16.74737129,-9.483905593,-10.79205434,8.409119
3020.5,2411.5,927,1249.5,1545.5,1880,2774,3118.5,3194.5,3347.5,256.99332,-18.21643603,-18.44975609,-9.352617033,-11.36641229,8.6905825
2137,1125,436.5,697,500.5,1108,2902.5,3476.5,3530.5,3739,416.9107,-14.31096632,-14.0254007,-6.524115374,-7.209415281,25.6936265
2355.5,1191.5,456.5,725,488,1196,3190,3850.5,3969,4153.5,775.6468,-10.65404846,-17.0393537,-3.674294623,-11.01953842,28.970093
2255.5,1402,554,825,797,1292.5,2642.5,3127,3196,3342,400.72498,-16.18704576,-14.75655199,-9.486257009,-8.290209633,22.97465967
2425,1310,503,769.5,612,1204.5,2811.5,3354.5,3479.5,3655,793.627,-12.90614199,-16.74805294,-5.636550761,-10.89477251,18.9458
2844,2194.5,855,1202.5,1418,1825.5,2660,2930.5,3059.5,3195,301.61047,-17.14296911,-16.09408962,-10.03962645,-9.830226656,9.7404935
2557.5,1439.5,563,865.5,672,1327.5,2922,3433.5,3472.5,3651,556.0326,-10.25710955,-17.15315327,-2.136773883,-11.0009065,17.515259
2930,2133.5,825.5,1121.5,1197,1670.5,2774,3115.5,3191,3335.5,575.44604,-13.22285732,-19.12091569,-3.649116687,-12.92158798,13.262268
1847,1033,532,819,677,1248,2596,3030,3079,3218,-7.6627374,-14.39096361,-14.589799,-8.235598384,-8.445887889,8.31063515
2560,1665,662.5,937.5,947,1435,2868,3349,3411,3565.5,549.03986,-14.96900283,-16.66291418,-7.347633444,-10.4280538,19.49625633
2662.5,1775.5,667,984,1034.5,1537.5,2935,3449,3520.5,3642,459.2368,-16.40410133,-14.88999589,-9.713160208,-8.640686083,15.619757
3234.5,2574.5,987,1344.5,1649,2043.5,2811,3136.5,3185.5,3335,359.50558,-18.53253412,-16.22729694,-11.58752202,-9.746271188,11.34247867
1820,1052,507,770,661,1247,2817,3454,3444,3666,-17.08297,-14.04428353,-14.62877401,-7.856186031,-8.166399412,5.1382513
2739.5,2193.5,816.5,1116,1295.5,1674,2342.5,2630.5,2662,2799,376.18982,-17.75146335,-15.24950739,-10.82280279,-7.441557997,9.942429
2824,1848.2,740,1064,1015.571429,1516,2522.333333,2878,2936,3124,858.6393,-14.57448088,-14.7507129,-7.59394497,-7.759641854,10.460022
2853,2223.5,830.5,1137,1369,1727,2422,2753,2806.5,2925.5,489.27563,-17.677502,-15.10171469,-10.89957383,-7.924227975,12.1475525
2249,1256,394.1818182,654.6,518.25,1049.6,2489,2921,2997,3156,952.0793,-13.89056297,-12.52896868,-6.668216129,-5.921375721,9.6210635
2866.5,2534.5,991,1321,1679,1954,2678.5,2931.5,3093.5,3210.5,516.7085,-16.72325655,-18.12503113,-9.698900747,-11.45198701,12.484741
2063,1093,384,710,488,1097,2770,3331,3418,3582,378.16348,-15.00443257,-15.927684,-7.787533262,-9.708941836,4.5009155
2297,1360,460,745,679,1202,2608,3087,3148,3319,424.0358,-14.92033885,-15.40226269,-7.613515938,-9.288250976,21.749847
1976.5,999,332.5,554.2,364.9285714,906.75,2551.5,3017.5,3081.5,3232,1061.1735,-14.29117825,-14.90180517,-7.767701687,-8.785705162,10.9769897
2436,1543,677,948,941.5,1444,2781.5,3225.5,3260,3435,455.04822,-15.99036509,-15.79896438,-9.501816055,-9.660359085,16.484268
2064.5,1075.8,370.6666667,618.7142857,429.2857143,1001.75,2522.25,2939,3066,3188,1145.1875,-14.14387558,-14.49552043,-7.67043009,-8.357200281,7.41790775
1680,771,367,546,346,862,2405,3009,2920,3320,-21.086555,-14.57588168,-14.31706072,-8.89147221,-8.362185646,9.512182
1996,1041,459,710,504,1099,2662,3131.5,3188,3337.5,358.31876,-14.16961287,-14.26294373,-7.739915439,-8.230907444,18.0190585
2317.142857,1396.8,483.1052632,682.9,619.6666667,1103.571429,2443.333333,2810,2956.5,3029,1312.7931,-13.1570407,-14.09501485,-6.420819591,-7.752259863,10.307373
2375,1702.5,694,940,1003.5,1419.5,2538.5,2919.5,3002.5,3135,288.42017,-14.22682263,-15.05010767,-7.921054208,-9.551366393,17.162491
2632.5,1893.5,765.5,1052,1075.5,1546,2655.5,3097.5,3166,3286,236.86844,-14.93570841,-15.3059684,-8.582613159,-9.522914243,17.123306
2520,1973,673,933,1021,1489,2373,2658,2731,2891,421.63455,-16.51528047,-14.40776498,-9.281464593,-8.598751166,12.79525775
2315,1625,579,862,857,1348,2411,2725,2793,2912,469.86768,-15.15166715,-15.55335619,-8.148834134,-8.636415284,8.5408325
1670,910,509,798,702,1165,2256,2644,2674,2678,-20.591812,-15.52181987,-15.35717557,-7.867701575,-7.682947259,20.625774
1601,888,480,805,703,1202,2424,2731,2773,2978,-25.148615,-17.2526,-16.30707248,-10.43659047,-10.01747369,11.1342995
1920,1155,497,711,603,1117,2119,2462,2501,2773,-22.893572,-15.72145322,-15.61252239,-10.47751221,-9.679595524,9.427483
2489,1589,585.4285714,880,851.25,1332.5,2579,2933,2992,3122,1958.1014,-16.28194836,-11.18582437,-9.447258607,-3.949178353,12.698486
1451,855,466,792,634,1114,2242,2552,2668,2803,-22.094187,-16.31060543,-15.54426806,-9.076231825,-8.348678443,9.55532835
2275,1503,634.5,898.5,907,1360.5,2604.5,2986,3092,3186,451.03064,-16.51979439,-12.94205878,-10.56164002,-7.124228695,14.51622
1684,863,458,728,574,1128,2610,3096,3180,3207,-22.249285,-16.28077318,-15.45118028,-9.650862594,-8.942168341,5.735550875
2133.5,1192.5,497.5,737,628,1156,2651.5,3170.5,3279,3371,479.27136,-15.96780774,-12.51025293,-9.692502305,-6.29416151,16.150513
2419,1513.666667,564.75,848.8,721.25,1326.333333,2804.5,3217.5,3300,3464.666667,1752.9791,-13.87283588,-17.13466278,-6.914084721,-10.95033204,7.9819335
1660,838,383,588,401,897,2294,2713,2844,2930,-21.428637,-15.04680547,-14.25230341,-8.532082787,-8.314016323,14.014807
2553.5,1577,566.8,815.1428571,787.1666667,1296.5,2418.5,2800.6,2863,3013,1669.8379,-15.99126891,-15.95640952,-9.276360786,-9.156417026,9.496582
2777,1751,485,723,714,1205,2475.5,2879.5,2937.5,3160.5,1562.3156,-16.5492649,-15.51853279,-10.78324165,-8.847292626,12.45377593
2331,1566,506,808,756,1245,2491,2840,2932,3039,797.0561,-15.66097873,-13.71833315,-9.392048392,-6.869393793,5.4749146
2028,1202,537,837,697,1239,2488,2877,2905,3025,101.52435,-15.16169893,-15.09468836,-6.749928001,-7.531019304,11.451263
2722,2112,744,1014,1186,1544,2702,3027,3150,3223,491.17862,-17.85651435,-14.10709723,-11.15106345,-7.735040749,2.3213196
2669,1860,664,1027,1044,1591,2759,3095,3148,3264,576.50793,-15.3624693,-16.49152468,-7.888589862,-10.82039741,15.244812
2943,2015,631.5,948.5,1019,1502.5,2768.5,3188,3241.5,3464.5,1216.4216,-13.82995046,-15.43747196,-7.190242194,-8.3722611,5.67871095
2461,1744,602,835,930,1276,2312,2549,2643,2787,512.8135,-18.08931568,-13.84733946,-11.99513441,-7.369913699,14.995361
2780.5,1825,607,901.5,890.5,1375,2705,3087,3218,3325.5,1615.5753,-17.2048036,-15.08963296,-10.84672916,-7.610799869,6.0404053
2861.5,1834,534,832,847.5,1401,2858.5,3354.5,3399.5,3666,1375.2524,-14.69093918,-16.21318055,-8.443456405,-9.065259483,6.7587278
2854,1668.5,546,848.5,727,1399.5,3231.5,3792.5,3785.5,4066.5,1575.2633,-11.86370932,-17.01169976,-4.63784743,-10.90672533,5.031494
3023,2411,903,1233,1516,1808,2560,2924,2989,3131,456.02283,-18.98585126,-17.31837464,-11.08801392,-9.64967657,7.1345062
2761,2110,816,1140,1273,1722,2692,3005,3087,3267,365.87512,-17.20523607,-15.37877123,-9.543235381,-9.897229007,11.177795
2168,1114.5,347,591,424,997.5,2856,3378,3423.5,3648,1485.9133,-16.73161979,-11.49066869,-10.73709158,-5.174287775,22.950562
2181,1670,655,911,977,1311,2372,2703,2780,2857,702.18604,-14.38494216,-16.05752786,-7.691333688,-11.09519526,15.342957
1821,1185,484,688,656,1054,2186,2558,2604,2739,818.36835,-16.16076362,-14.57482457,-10.05410306,-8.711077381,6.1066284
2548,1777,667.1428571,927,1120.714286,1487.333333,2446,2821,2885.4,3123.6,1071.294,-16.81363125,-17.74153906,-9.424999167,-10.74799356,15.083862
2352.5,1523,499.625,752.8571429,756.3636364,1207.25,2329,2666,2731.75,2908,1073.0067,-14.73769723,-16.51891266,-7.777293553,-10.44730689,14.853943
2468,1588.5,431,678,640,1091,2456.5,2912,2934,3149,1570.2214,-17.35615625,-12.71019473,-11.02007031,-4.940929496,8.372681
2258.8,1193.666667,400.2666667,656.6923077,527.1818182,1065.625,2519,3016,3086,3278.5,1011.9031,-15.99938959,-14.58970613,-9.701730296,-7.621871544,6.3637085
2714,2017,782,1038,1258,1541,2404,2642,2718,2916,391.98154,-15.76077018,-17.0252206,-9.094256507,-11.85495935,9.73426825
1886,1153,430,674,547,1001,2119,2472,2519,2649,631.1558,-16.63157363,-13.39953351,-10.53520573,-7.151052124,5.37521365
2289.5,1382.5,501.4166667,785.8333333,687.8333333,1200.333333,2388.333333,2735.666667,2870,2997,855.22296,-14.26393088,-16.7236983,-7.136963864,-10.88049223,6.2142029
2216.333333,1257.8,465,715.8,595.625,1128.428571,2469.5,2924.2,2981,3154,897.9042,-15.40997153,-15.09891822,-8.719667788,-8.840561948,8.56781
2595,1895,698,932,1135,1427,2192,2448,2558,2653,352.20993,-17.26846055,-17.11034506,-9.840687432,-11.31639663,18.092194
2088,1281,425,646,587,1024,2073,2374,2401,2588,552.6892,-16.4835864,-13.58019619,-9.894126778,-7.147759735,9.1066435
2297,1434.25,550.8,824.25,779,1273.5,2324.5,2666,2714.5,2921.666667,780.23816,-15.86744911,-15.99843858,-9.35128642,-10.08245351,5.4644165
2525.5,1700.5,500,778,762,1238,2692,3082,3168,3372.5,1534.0319,-17.35657394,-15.27568812,-11.19803104,-7.490292948,7.8620605
3236,2580,1022,1340,1716,1960,2662,2831,2931,3120,335.7204,-20.06456908,-16.27670656,-9.222143606,-11.46666165,10.321259
2911,2202,810,1099,1347,1605,2529,2805,2902,3109,505.11502,-17.85471782,-15.69425422,-10.26312337,-10.58726515,6.509308
2289,1589,557,786,846,1217,2103,2369,2470,2559,481.8403,-16.09630517,-15.02981498,-7.987813282,-8.532831663,6.777516667
2547,1832,690,994.75,1092.333333,1519,2353.333333,2643.5,2757.5,2864,734.51373,-16.74401814,-16.7118214,-9.843199342,-9.118845411,5.1328125
2245,1470,567.75,854.4,810.4,1291.5,2245.333333,2554,2634.5,2785.5,907.2555,-14.38073527,-15.55187779,-7.276038896,-10.0307535,11.642761
2201,1476,548.6666667,811.5,785.5,1231,2157,2431,2483.333333,2644.333333,822.19055,-15.55575429,-15.94719321,-9.246609239,-9.910453302,9.628295667
2745,2157,796,1060,1317,1569,2203,2436,2545,2672,298.8363,-18.20015652,-16.45962226,-10.6728465,-10.56659773,14.23452
2277,1598,614,865,911,1297,2193,2455,2500,2662,526.0223,-15.28103313,-14.95294315,-7.721185683,-8.599002146,10.77272
3081.5,2545,975,1372.666667,1623,2010.5,2596,2810,2846,2996,808.5097,-18.85449721,-17.49463416,-10.53078113,-9.201400807,8.9552
2280,1764,640,862,997,1260,1869,2098,2163,2274,284.6457,-16.58227719,-16.09931059,-9.444302444,-10.29967777,10.5414965
2497.5,1387.5,410.5,685.5,558.5,1168,3110.5,3786,3865,4076,1132.8998,-12.66310651,-14.80396638,-5.820009275,-8.328194929,8.6690062
2224,1004,308,506.5,335.5,887,3134.5,3837,3918,4104,1618.4236,-16.21709161,-11.69221355,-9.796318286,-4.92013531,24.563477
2369,1829,756.5,1016.5,1175,1475,2188,2399.5,2471.5,2595,351.601,-15.32925245,-17.10806817,-8.178660851,-11.19418201,9.09903
2474.6,1522.4,559,808.9,751.2,1288.75,2831.5,3364.5,3468.333333,3593,845.60004,-14.52296041,-16.97579143,-6.929908286,-10.44336158,8.488281
2578,1402.5,407.5,702,580.5,1171,3255.5,3939,4017.5,4230.5,1115.2144,-12.57080256,-13.7552903,-5.886696914,-6.399562304,13.354553
2326.5,1132.5,376,589.5,407.5,944,3177,3807,3873,4060.5,1588.8436,-13.30100095,-14.64193635,-7.275059976,-8.690329587,24.0455325
2572.5,1974.5,752.5,1004,1191.5,1496.5,2162,2374,2482.5,2583,460.00616,-15.12213858,-16.21355615,-7.584986039,-7.915244631,11.8714905
2624.5,1923,674,975.5,998.5,1455.5,2385,2701,2782.5,2903.5,1044.9681,-16.49707883,-13.76972629,-9.918813551,-5.6369954,9.233673
2355,1680,675.5,947,1064,1405,2323,2632,2715,2826.5,474.4151,-14.98495162,-16.11297409,-8.848468749,-10.89358035,6.4501343
2598.75,1959,782.5,1104.333333,1165.166667,1613.5,2733,3081,3110,3216,1058.0963,-15.99113471,-16.60880037,-8.470430294,-8.942954383,23.922241
2471.5,1628.5,506.5,795.5,761,1257.5,2555,2993.5,3056.5,3237.5,1253.4404,-17.55112716,-10.27970291,-11.3497324,-3.539157075,10.032776
2391,1669.5,668,936.5,1023.5,1377.5,2307.5,2606,2725,2835.5,386.01596,-14.91368087,-16.80685634,-7.941710634,-10.97272656,8.91314675
3025.666667,2381,869.5454545,1179.333333,1390.5,1693.714286,2468,2801,2881,3058,1091.639,-17.75135732,-16.93473031,-10.82353936,-10.53946988,8.987549
2503,1431,447,702,608,1156,2906,3435,3518.5,3658.5,1500.8086,-16.00507145,-9.994514779,-9.638864152,-3.882507195,12.470825
2286.333333,1190.666667,409.25,673.8181818,469.6153846,1053.25,2829.5,3377.5,3534.2,3631.75,932.1931,-14.62979097,-15.99632798,-8.009706639,-9.43886487,14.064514
2070.5,1031.5,346.5,521.5,395.5,822.5,2739,3393,3460,3609.5,1150.6882,-15.49908986,-13.5580985,-9.4032663,-7.066578755,36.656861
2469,1637.5,569,878,852.5,1363,2762,3215,3342,3458.5,1232.9067,-15.44147132,-17.40842801,-8.094791094,-10.33489451,9.73938
2498,1398,421.5,625,579.5,1108.5,2862,3484.5,3619,3788,1728.1805,-15.86970759,-14.31042152,-9.734742745,-7.671565059,15.723022
2250,1264,391.5,630,545,1020.5,2641.5,3197,3246.5,3432,961.51794,-16.59826431,-11.2097948,-10.31809482,-3.582331379,13.787903
2053,1093,360,568,446.5,894,2640,3203.5,3252.5,3413,1023.70306,-15.00714034,-13.94163919,-8.974718692,-7.398255045,32.3030395
2179,1364.5,484,731.5,682.5,1154.666667,2357,2707,2796,2931,815.3379,-17.12656884,-14.06125622,-10.77951581,-7.128154169,11.49613433
2339,1197.5,412.5,644,476.5,993.5,3156.5,3844,3902,4111,831.2698,-14.11501828,-15.12803645,-7.953497649,-8.608409712,40.598694
2608,1761,608.5,843.5,857.5,1257,2208.5,2495.5,2615,2758,1372.576,-14.24046205,-15.3768472,-7.192050536,-8.954972235,11.032837
2378.5,1241,445,671.5,510,1095,3084.5,3687,3739,3898.5,1087.6959,-13.74282591,-11.58168596,-7.022778944,-4.720405331,17.696655
2201,1134.5,350.5,579.5,441,933,2729.5,3343.5,3361,3592.5,785.2369,-14.78199749,-12.87482701,-8.265049535,-6.206114552,30.24051933
2348,1361.333333,450.6666667,697.6666667,571.25,1084,2606,3060,3152,3315.5,1048.5957,-12.98186536,-16.35504369,-5.738025482,-9.688465641,11.343628
2421.5,1340.5,445,687.5,582,1121,2759,3265,3337,3490.5,1274.5548,-15.05073336,-13.48287045,-8.956207447,-7.196452137,8.552897333
2196.5,1045,353,571.5,385,907.5,2904,3476.5,3529,3699,961.988,-14.16586838,-12.39544262,-7.681898818,-5.941390541,32.7909545
2113.5,1043,323,495.5,361.5,842,2592.5,3159,3235.5,3405,1303.6533,-15.9126564,-10.96931494,-9.757367463,-4.872346477,33.14966
2309.5,1507,570.75,858,875,1317.5,2328,2663,2694,2858.5,1049.2578,-14.53454361,-14.46923017,-6.869871674,-6.746876766,10.119019
1999,968.5,378,606,394,927.5,3083,3744,3914,4008,1153.1825,-14.5801138,-15.14824473,-7.751987507,-8.724110296,15.413086
2319,1323,376,561.5,494,921.5,2493,2955,3061.5,3208.5,1594.5051,-15.74946075,-12.8685337,-9.582106671,-6.075788886,34.346436
2266.75,1397,535.5714286,810,730.3333333,1241.666667,2456.5,2825,2875,3057,965.97485,-14.06302907,-16.56504401,-6.886004968,-10.61500886,10.329041
2328,1233,460.1818182,717,588.5,1110.6,2831,3340.25,3491,3593.75,1008.4951,-13.95645534,-16.75705583,-6.660102097,-10.03392628,17.47461
2190.5,1402.5,464,701.5,675.5,1114,2087.5,2379.5,2449.5,2635.5,1098.764,-15.83496936,-15.56331193,-9.495155981,-8.960431932,15.070557
2468.5,1655,662,960,940,1408.5,2629,2996.5,3081,3200,1128.5133,-14.12570485,-16.9711428,-6.746041032,-9.409748466,11.728394
2424,1803.666667,619,879.625,972.5,1326.4,2097.4,2393.5,2552.5,2665.5,950.91815,-16.18563201,-16.81742642,-9.402095494,-9.524027097,8.302307
2160,1423,528.8888889,786,719.6666667,1166.75,2256,2570,2606.666667,2793,915.13257,-14.55172161,-16.55514283,-8.122213758,-11.12304278,7.733688325
2314.5,1523,569.5,833,871,1286.5,2445.5,2812.5,2960.5,3068.5,1233.2181,-14.09926379,-15.79411044,-7.503756676,-9.603734014,11.091431
2529.25,1782.8,666,983,1001,1477.25,2467.571429,2775.857143,2834.333333,2983.333333,828.37775,-16.56077112,-16.9029404,-9.480866141,-10.53419924,7.1065063
2359.5,1355,527,790,731.5,1235.5,2795.5,3290.5,3417,3541.5,1205.1831,-15.21150673,-15.9238112,-8.721651005,-9.684300776,14.512146
2200,1285,459,712.5,635,1116.5,2554,2951.5,3057,3207.5,1132.7102,-14.93100203,-16.0076633,-8.330243929,-9.986247854,17.364746
2711,1697.5,502,743.5,726,1244.5,2693,3094.5,3195.5,3380.5,1592.3387,-13.01205009,-16.16554743,-5.948461131,-9.874916104,16.942993
2506,1477.5,438.5,753,648,1207.5,3087,3770.5,3867,4010.5,1221.085,-13.33062532,-17.53069651,-6.711697393,-10.90359863,7.790161
2625,1487,463.5,777,684.5,1296.5,3226,3815,3925.5,4112.5,1153.3661,-12.51982674,-17.69384914,-5.458872817,-10.74252729,7.17999265
2290,1457,503.2,785.75,747.2,1233.8,2550.5,2952.5,2977.5,3184.5,953.23285,-15.89028712,-15.81083566,-9.629010493,-9.697626692,7.444214
2049,1265,458.1428571,706.3333333,649.8,1116.333333,2402,2742,2788,2988,874.6308,-15.41091482,-15.53282995,-8.881367609,-9.859525782,7.507766675
2425.5,1384,429.5,665,583,1098,2768,3292.5,3404.5,3566,1116.0502,-14.68332925,-14.48236149,-8.557891695,-7.700396292,21.6551515
